name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Classic Honey Flan,4 servings,"['1 egg (large, whole)', '1/2 cup egg substitute', 'vegetable oil spray (non-stick)', '1 1/2 cups milk (fat-free)', '1/4 tablespoon honey', '1 teaspoon vanilla', '1/2 teaspoon lemon zest (grated)', '1/2 teaspoon cinnamon (ground)']","['Wash hands with soap and water.', 'Preheat oven to 325 °F.', 'Place saucepan with water on stove over medium-high heat and allow to come to a boil.', 'Spray four ovenproof custard cups with vegetable oil spray.', 'Combine the whole egg, egg substitute, milk, 1/4 cup plus 1 tablespoon of honey, grated lemon zest, and vanilla. Beat until mixed but not foamy.', 'In a separate bowl, combine 2 tablespoons of honey and cinnamon, and mix to blend.', 'Place the custard cups in a baking dish large enough to accommodate them, plus the water bath. Spoon 1/2 tablespoon of honey and cinnamon into each custard cup. Divide the egg mixture equally into each custard cup.', 'Place the baking dish on the rack in the middle of the oven and pour the boiling water into the baking dish to a depth of 1 inch, taking care not to let the water splash the flan. Bake for 45 minutes or until the knife blade comes out clean when inserted.', 'Serve warm or cold. Before serving, loosen the edges with a knife or spatula and invert onto individual dessert plates.']",Desserts,71,48 mg,1 g,7 g,0 g,7 g,8 g,145 mg,1 mg,79 mcg RAE,0 mg,2 mcg,15 mcg DFE
Cran-Apple Crisp,8 servings,"['4 apple (cored and thinly sliced)', '1 can cranberry sauce (14 ounce, whole)', '2 tablespoons margarine (soft, melted)', '1 cup oatmeal (uncooked)', '1/3 cup brown sugar', '1 teaspoon cinnamon']","['Wash hands with soap and water.', 'Preheat oven to 400 °F.', 'Wash apples, remove cores and slice thinly, keeping peel on.', 'In a bowl, combine the cranberries and apples. Pour into an 8x8 inch pan.', 'Combine melted margarine with oatmeal, brown sugar, and cinnamon until well blended. Sprinkle over apple/cranberry mixture.', 'Cover and bake for 15 minutes.', 'Uncover and bake 10 more minutes until the topping is crisp and brown.', 'Serve warm or cold.']",Desserts,209,0 mg,4 g,44 g,3 g,35 g,2 g,20 mg,1 mg,32 mcg RAE,4 mg,0 mcg,6 mcg DFE
Cranberry Nut Bread,15 Servings,"['2 cups flour*', '2/3 cup sugar', '1 1/2 teaspoons baking powder', '1 1/2 teaspoons baking soda', '2 teaspoons grated orange peel', '3/4 cup orange juice', '4 tablespoons butter, melted (or margarine) (1/4 cup)', '1 egg (or 2 egg whites) (medium)', '1 cup chopped cranberries', '1/3 cup chopped walnuts', '1/3 powdered sugar, optional (1/3 cup, for glaze)', '1 water, optional (1 teaspoon, for glaze)']","['Wash hands with soap and water.', 'Preheat oven to 350 °F. Mix flour, sugar, baking powder and baking soda in a large bowl.', 'Grate orange peeling, then squeeze juice from orange. Add additional orange juice to make 3/4 cup.', 'In a separate bowl, blend orange juice, butter, egg, and grated orange peel; add to flour mixture, stirring until just blended. Mix in cranberries and walnuts.', 'Pour batter into a 9x5 inch loaf pan, greased on bottom only.', 'Bake for 50 to 60 minutes or until a toothpick inserted in the center comes out clean. Cool in pan for 10 minutes; remove and cool completely on wire rack.', 'Optional: to make glaze, mix powdered sugar and water; add water as needed to make thin glaze. Drizzle over cooled loaf.']",Desserts,163,19 mg,5 g,27 g,1 g,13 g,3 g,37 mg,1 mg,32 mcg RAE,8 mg,0 mcg,56 mcg DFE
Cranberry Wojapi,5 Servings,"['1 cup dried cranberries', '2 cups water', '4 tablespoons sugar', '2 tablespoons cornstarch (mixed with 3/4 cup water)']","['Wash hands with soap and water.', 'In a large saucepan, combine ingredients and bring to a boil. Reduce heat and simmer until mixture is thickened and cranberries are plumped.']",Desserts,119,0 mg,0 g,31 g,1 g,24 g,0 g,5 mg,0 mg,0 mcg RAE,0 mg,0 mcg,0 mcg DFE
Crunchy Berry Parfait,1 Parfait,"['1/2 cup yogurt, non-fat vanilla', '1 cup blueberries or strawberries (fresh or frozen thawed)', '1/2 cup low-fat granola (or crunchy cereal)']","['Wash hands with soap and water.', 'Spoon yogurt into glass.', 'Top with fruit and granola.']",Desserts,396,2 mg,4 g,86 g,7 g,50 g,11 g,217 mg,3 mg,260 mcg RAE,17 mg,2 mcg,776 mcg DFE
Crustless Pumpkin Pie,8 servings,"['3/4 cup sugar', '1/2 cup Master Mix', '2 tablespoons vegetable oil', '1 can evaporated milk, nonfat (about 13 oz)', '2 egg', '1 can pumpkin (16 ounces)', '3 1/2 teaspoons pumpkin pie spice', '2 teaspoons vanilla extract']","['Wash hands with soap and water.', 'Preheat the oven to 350 °F and lightly grease a 9 or 10 inch pie plate.', 'Combine all ingredients in a medium mixing bowl or a blender.', 'Beat 2 minutes with a mixer until smooth, or blend in the blender on high for one minute.', 'Pour into the pie plate.', 'Bake until a knife inserted in the center comes out clean, about 50 to 55 minutes.', 'Cool slightly and keep refrigerated.', 'Serve with whipped topping or ice cream.']",Desserts,218,48 mg,7 g,34 g,2 g,26 g,7 g,174 mg,2 mg,492 mcg RAE,3 mg,1 mcg,26 mcg DFE
Deep Dish Apple Cranberry Pie,10 servings,"['4 apples (large, peeled, cored, and sliced)', '2 1/2 cups cranberries (fresh or frozen)', '3/4 cup sugar', '1/4 cup flour (all purpose)', '1 teaspoon apple pie spice', '1 pie crust (prepared)']","['Wash hands with soap and water.', 'Stir all ingredients (except for the pie crust) together in a medium sized mixing bowl and place in a 10-inch deep dish pie pan.', 'Place one pie crust on top of the fruits. Cut 3 or 4 slits to allow the steam to escape.', 'Bake at 375 °F for about an hour. Serve warm. Refrigerate any leftovers.']",Desserts,158,,1 g,37 g,4 g,27 g,1 g,11 mg,0 mg,4 mcg RAE,,0 mcg,
Dutch Apple Yogurt Dessert,2 servings,"['1/2 cup yogurt, non-fat vanilla', '1/2 cup applesauce, unsweetened', '1 tablespoon raisins (seedless)', '1/8 teaspoon cinnamon (ground)', '1 teaspoon brown sugar', '1 tablespoon nuts (as topping or crunchy cereal)']","['Wash hands thoroughly with warm water and soap.', 'Combine all ingredients in a small bowl.', 'Cover and refrigerate until chilled.', 'Eat and enjoy as a snack or as a dessert.']",Desserts,123,1 mg,2 g,24 g,1 g,21 g,4 g,104 mg,0 mg,2 mcg RAE,1 mg,0 mcg,10 mcg DFE
Easiest Banana Ice Cream,3 Servings,"['2 1/2 bananas (can use 2-3 bananas)', '3 tablespoons 1% milk', 'chocolate syrup (optional)']","['When bananas have become very ripe, peel and slice them into medium size round pieces. Place on a plastic wrap covered baking sheet and put in freezer overnight.', 'Place frozen bananas in a food processor or blender with a small splash of milk (not over 1/4 cup total).', 'Pulse food processor or blender until bananas begin to break up. They will be tiny balls of bananas at this point.', 'Using a spoon or rubber spatula, scrape down the banana mixture. Continue running the food processor until the mixture is smooth and creamy. This may take a few minutes. The ice cream will look and tasted like soft serve ice cream when finished.', 'Serve in an ice cream cone or in a small bowl with a small ribbon of chocolate syrup on top (optional).']",Desserts,94,1 mg,0 g,23 g,3 g,13 g,2 g,24 mg,0 mg,12 mcg RAE,9 mg,0 mcg,20 mcg DFE
Easy Rice Pudding,4 servings,"['2/3 cup white rice, uncooked', '2 cups water (warm)', '1 teaspoon butter or margarine (optional - used in analysis)', '1/2 cup dry milk, non-fat', '2 tablespoons sugar', '1/2 teaspoon vanilla', '1/2 teaspoon cinnamon', '1 cup water', '1/2 cup raisins (or other dried fruit)']","['Combine rice, water, and butter or margarine in large microwave safe dish. Cover loosely, so steam will escape.', 'Cook in microwave on high for 5 minutes or until mixture comes to a boil. Reduce setting to defrost (50% power), and cook an additional 10 minutes.', 'Mix other ingredients together while rice is cooking.', 'Without allowing rice to cool, remove cover and quickly stir milk-water-raisin mixture into hot rice. Cover loosely again and continue cooking on defrost (50% power) for 10 minutes. After cooking time is finished, let pudding sit, covered, for 10 minutes.', 'Stir gently and put in individual serving dishes.', 'Eat warm or cover and refrigerate immediately. Enjoy the refrigerated pudding within 2 days.']",Desserts,237,4 mg,1 g,51 g,1 g,22 g,6 g,132 mg,1 mg,69 mcg RAE,1 mg,1 mcg,92 mcg DFE
Fabulous Fig Bars,24 Bars,"['3 cups dried figs (chopped, 16 ounces)', '1/2 cup walnuts (chopped)', '1/3 cup sugar', '1/4 cup orange juice (juice from 1/2 orange)', '2 tablespoons hot water', '1/2 cup margarine (softened, or butter)', '1 cup packed brown sugar', '1 large egg', '1 1/2 cups all-purpose flour', '1/2 teaspoon baking soda', '1 1/4 cups old fashioned rolled oats']","['Wash hands with soap and water.', 'Preheat oven to 350 °F. Lightly grease a 9x13 inch baking pan.', 'Combine figs, walnuts, sugar, orange juice, and hot water in a mixing bowl and set aside.', 'Mix together margarine or butter and brown sugar until creamy. Add egg and mix until smooth.', 'Mix flour and baking soda. Stir into egg mixture. Blend in oats to make soft dough.', 'Reserve 1 cup of dough for topping. With floured fingertips, press the remaining dough into a thin layer on the bottom of the baking pan.', 'Spread fig mixture evenly over the dough. Crumble reserved dough over top, allowing fig mixture to show.', 'Bake 30 minutes or until golden brown. Cool completely in baking pan. Cut into 24 bars (about 2 1/2 x 2 inches).']",Desserts,206,8 mg,6 g,37 g,3 g,24 g,3 g,55 mg,1 mg,42 mcg RAE,2 mg,0 mcg,31 mcg DFE
Fat-Free Apple Crumb Dessert,4 servings,"['4 apples (medium, baking)', '1/2 cup oatmeal, quick cooking (uncooked)', '1/4 cup brown sugar (light or dark)', '2 teaspoons cinnamon (ground)', '1/3 cup apple juice', 'non-stick cooking spray']","['Move the oven rack to the center of the oven. Then preheat the oven to 350 °F.', 'Spray the bottom and sides of a 9 inch square baking dish with nonstick cooking spray.', 'Wash and peel the apples. Cut them into thin slices.', 'Spread the apple slices evenly over the bottom of the baking dish.', 'In a small bowl, use a fork to mix the oatmeal, brown sugar and cinnamon.', 'Spread the oatmeal mix evenly over the apples in the baking dish.', 'Lightly pour the apple juice over the oatmeal mixture.', 'Cover the dish and bake for 20 to 30 minutes until apples are just starting to soften.', 'Uncover and bake for another 15 to 20 minutes until apples are soft.']",Desserts,155,0 mg,1 g,39 g,5 g,30 g,1 g,38 mg,1 mg,4 mcg RAE,9 mg,0 mcg,6 mcg DFE
Festive Microwave Baked Apples,1 Apple,"['1 apple (medium, skinned and cored (not cut into pieces))', '1 teaspoon brown sugar', '1/2 tablespoon nutmeg', '1 tablespoon cinnamon', '2 tablespoons raisins', '1 tablespoon butter alternative spread (0 trans-fat, or butter)']","['Place apple on plate with opening facing up (cored apples should have bottom intact).', 'Stir sugar, nutmeg, and cinnamon in a separate cup, and sprinkle into and onto apple.', 'Sprinkle raisins on and around apple.', 'Drop butter alternative spread onto apple and cover with plastic wrap or wax paper.', 'Microwave on HIGH for 2 1/2 to 3 minutes.', 'Let sit outside of microwave for at least 30 seconds before eating. It will be HOT.']",Desserts,310,2 mg,13 g,52 g,7 g,40 g,1 g,76 mg,1 mg,121 mcg RAE,7 mg,0 mcg,8 mcg DFE
Fresh Fruit with Cinnamon Yogurt Dip,4 servings,"['1 apple', '1 banana', '1 orange', '1/4 cup orange juice', '1 cup vanilla yogurt (low-fat)', '1/2 teaspoon cinnamon']","['Core and slice the apple.', 'Slice banana into thin circles.', 'Peel the orange and break it into sections.', 'Pour the orange juice into a small bowl.', 'Dip the fruit pieces into the orange juice to prevent browning.', 'Arrange on a plate.', 'Mix the yogurt and cinnamon in a small bowl.', 'Put the bowl of yogurt and cinnamon next to the fruit. Use it as a dip for the fruit.']",Desserts,93,3 mg,1 g,19 g,2 g,16 g,4 g,125 mg,0 mg,14 mcg RAE,27 mg,0 mcg,22 mcg DFE
Frosted Cake,16 Servings,"['2 1/4 cups cake flour', '2 1/4 teaspoons baking powder', '4 tablespoons margarine (soft tub)', '1 1/4 cups sugar', '4 eggs', '1 teaspoon vanilla', '1 tablespoon orange (peel)', '3/4 cup skim milk (fat free)', 'cooking spray (for cake pan)']","['Preheat the oven to 325 °F.', 'Grease with small amount of cooking oil or use non-stick cooking oil spray on a 10-inch round pan (at least 2 1/2 inches high). Powder pan with flour. Tap out excess flour.', 'Sift together flour and baking powder.', 'In a separate bowl, beat together margarine and sugar until soft and creamy.', 'Beat in eggs, vanilla, and orange peel.', 'Gradually add the flour mixture alternating with milk, beginning and ending with flour.', 'Pour the mixture into the pan. Bake for 40-45 minutes or until done. Let cake cool for 5-10 minutes before removing from the pan. Let cool completely before icing.']",Desserts,253,50 mg,5 g,48 g,1 g,31 g,4 g,75 mg,2 mg,66 mcg RAE,0 mg,0 mcg,63 mcg DFE
Frozen Banana Pops,4 Servings,"['2 bananas, ripe', '1/8 cup orange juice or lemon juice (2 Tablespoons)']","['Wash hands with soap and water.', 'Peel each banana and cut in half (width-wise).', 'Insert craft stick into bottom of each banana half. Dip each banana half into juice.', 'Wrap in foil and freeze for two or more hours.']",Desserts,56,0 mg,0 g,14 g,2 g,8 g,1 g,4 mg,0 mg,3 mcg RAE,9 mg,0 mcg,14 mcg DFE
Frozen Fruit Cups,18 servings,"['3 bananas', '3 cartons yogurt, non-fat strawberry (8 ounces each)', '10 ounces strawberries, frozen (thawed and undrained)', '8 ounces crushed pineapple (undrained, canned)']","['Line 18 muffin-tin cups with paper baking cups.', 'Dice or mash bananas and place in a large mixing bowl.', 'Stir in remaining ingredients.', 'Spoon into muffin-tin cups and freeze at least 3 hours or until firm. Remove frozen cups and store in a plastic bag in freezer.', 'Before serving, remove paper cups and let stand 10 minutes.']",Desserts,67,1 mg,0 g,15 g,1 g,12 g,2 g,63 mg,0 mg,2 mcg RAE,10 mg,0 mcg,11 mcg DFE
Frozen Fruit Pops,4 servings,"['1 cup crushed pineapple', '1 cup yogurt, low-fat fruit (8 ounces)', '6 us fluid ounces orange juice, frozen concentrate (thawed)']","['Mix the ingredients in a medium-size bowl. Divide into 4 paper cups.', 'Freeze until slushy - about 60 minutes. Insert a wooden stick half way through the center of each fruit pop.', 'Freeze until hard or at least 4 hours. Peel away the paper cup before you eat the fruit pop.']",Desserts,121,2 mg,1 g,27 g,1 g,26 g,3 g,107 mg,0 mg,10 mcg RAE,25 mg,0 mcg,29 mcg DFE
Fruit Compote,5 servings,"['1 cup pineapple chunks (8 ounce can)', '1 1/2 cups orange juice', '1 tablespoon cornstarch', '1 banana (medium, peeled and sliced)', '1 pear (sliced in cubes)', '2 peaches (sliced in cubes)']","['Drain the juice from the canned pineapple into a small saucepan.', 'Stir in orange juice and cornstarch. Blend until smooth.', 'Bring to a boil over medium heat, stirring constantly.', 'Let the juice mix cool to room temperature.', 'While the juice mix is cooling, peel and slice the banana. Wash the pear and peaches and cut them into cubes.', 'Pour the cooled juice mix into a large bowl. Add the pieces of pineapple, banana, pear, and peaches. Stir together.']",Desserts,171,0 mg,1 g,43 g,4 g,34 g,2 g,32 mg,1 mg,20 mcg RAE,55 mg,0 mcg,37 mcg DFE
Fruit Crisp,8 Servings,"['3/4 cup white whole wheat flour', '3/4 cup rolled oats', '3 tablespoons white sugar', '1/4 cup brown sugar', '1/2 teaspoon salt', '1/3 cup canola oil (or unsalted butter, melted)', '6 cups apples (peeled and diced)', '1 tablespoon white whole wheat flour', '3 tablespoons white sugar']","['Preheat the oven to 350 °F. Lightly grease a baking dish with butter or oil.', 'To make the topping: Place the flour, oats, sugars and salt in the mixing bowl and toss together. Add the oil (or butter) and toss again.', 'For the filling, fill the baking pan with the fruit and the remaining 1 tablespoon flour and 3 tablespoons sugar. Mix well and then cover with the topping.', 'Transfer to the oven and bake until the fruit is tender and the topping is golden, about 45 minutes. Serve right away or cover and refrigerate up to 2 days.']",Desserts,167,0 mg,7 g,26 g,2 g,14 g,2 g,12 mg,1 mg,2 mcg RAE,3 mg,0 mcg,28 mcg DFE
Fruit Dip,4 servings,"['1 cup yogurt, low-fat vanilla (8 oz)', '1 us fluid ounce orange juice, 100% juice, frozen concentrate (thawed)', '1 tablespoon lime juice', '1 1/2 teaspoons brown sugar (1/2 tablespoon)', '2 apples (red, cored and sliced)', '1 pear (cored and sliced)', '1 peach (pitted and sliced)']","['In a small bowl, combine yogurt, orange juice concentrate, lime juice, and brown sugar.', 'Mix well.', 'Place bowl containing dip on a large plate and surround with fruit.']",Desserts,135,3 mg,1 g,30 g,4 g,25 g,4 g,117 mg,0 mg,16 mcg RAE,12 mg,0 mcg,17 mcg DFE
Fruit Dippers,4 servings,"['1/2 cup yogurt, low-fat vanilla', '2 cups peanuts (chopped)', '2 cups fruit (grapes, banana slices, apple wedges, strawberries)']","['Wash hands with soap and water.', 'Combine yogurt and peanuts. Mix with a spoon.', 'Place a toothpick in the center of each fruit.', 'Dip fruit into the yogurt peanut mixture.']",Desserts,99,2 mg,3 g,17 g,2 g,13 g,3 g,64 mg,0 mg,26 mcg RAE,19 mg,0 mcg,21 mcg DFE
Fruit Juice Slush,6 servings,"['12 ounces fruit juice concentrate (100%)', '12 us fluid ounces water', '3 cups ice']","['In a blender, place juice concentrate, water, and half of ice.', 'To prevent spillage, do not pass the top line of the blender.', 'Blend while gradually adding remaining ice. Serve.']",Desserts,25,0 mg,0 g,6 g,0 g,6 g,0 g,8 mg,0 mg,1 mcg RAE,21 mg,0 mcg,2 mcg DFE
Fruit Kabob,8 Servings,"['1 1/2 cups ripe banana slices (about 16 slices)', '1 1/2 cups watermelon cubes (about 16 cubes)', '1 cup clementine sections (about 16 sections)']","['Thread the fruit onto the skewers, alternating and arranging the pieces however you like.', 'Serve right away.']",Desserts,84,0 mg,0 g,22 g,2 g,14 g,0 g,12 mg,0 mg,49 mcg RAE,25 mg,0 mcg,15 mcg DFE
Fruit Milk Shakes,2 servings,"['1 cup milk (or water)', '1/2 cup non-fat dry milk', '2 bananas (ripe, or 1/3 cup orange juice concentrate)', '1/2 teaspoon vanilla', '10 large ice cubes']","['Place everything together into a blender.', 'Blend for 30 seconds to 1 minute.']",Desserts,214,6 mg,1 g,42 g,3 g,30 g,11 g,368 mg,0 mg,199 mcg RAE,11 mg,3 mcg,38 mcg DFE
Fruit Pizza,12 servings,"['1 teaspoon vanilla extract', '1 cup strawberries, sliced (or kiwifruit, bananas, pears, peaches, or blueberries)', '1/2 cup margarine', '1/2 cup sugar', '1 teaspoon vanilla extract', '1 egg (large)', '2 cups flour', '2 teaspoons baking powder', '8 ounces cream cheese, non-fat or light', '1/2 cup sugar']","['Wash hands with soap and water.', 'Preheat oven to 375 °F.', 'For crust, cream margarine, sugar vanilla, and egg until light and fluffy. Add flour and baking powder, mixing well.', 'Spread mixture about 1/8 inch thick on a pizza pan, baking sheet, or 9x13 inch pan.', 'Bake for 10 to 12 minutes or until lightly browned. Cool.', 'For spread, mix together cream cheese, sugar, and vanilla. Spread on cooled cookie crust.', 'Arrange fruit on top of pizza. Refrigerate until serving time.']",Desserts,240,18 mg,8 g,35 g,1 g,19 g,6 g,120 mg,1 mg,86 mcg RAE,8 mg,0 mcg,73 mcg DFE
Fruit Salad with Yogurt,4 Servings,"['2 cups strawberries (sliced)', '1 cup blueberries (rinsed)', '1 cup pineapple chunks (canned, or fresh)', '3 tablespoons pineapple juice', '2 cups plain low-fat yogurt', '1/8 cup almonds (sliced or slivered )']","['Place fruit in a large bowl and mix with pineapple juice. Let stand for 15 minutes at room temperature.', 'Place 1 cup of fruit salad in a small bowl and top with 1/2 cup of yogurt.', 'Sprinkle almonds on top of each fruit salad. Serve immediately.']",Desserts,171,7 mg,4 g,28 g,4 g,22 g,8 g,264 mg,1 mg,20 mcg RAE,78 mg,0 mcg,47 mcg DFE
Fruit Salsa,4 servings,"['1 cup strawberries (diced)', '1 banana (diced)', '1 kiwifruit (peeled and diced)', '1 apple (cored and diced)', '2 tablespoons lemon juice', '1/4 cup sugar', '1/4 teaspoon nutmeg', '1/4 teaspoon cinnamon']","['Wash hands with soap and water.', 'Combine fruits in a medium mixing bowl and add lemon juice.', 'Stir in sugar, nutmeg, and cinnamon. Mix well.', 'Refrigerate until serving time.']",Desserts,120,0 mg,0 g,31 g,3 g,24 g,1 g,19 mg,0 mg,3 mcg RAE,48 mg,0 mcg,23 mcg DFE
Fruit Slush,4 servings,"['2 2/3 cups cantaloupe or watermelon (coarsely chopped, seeded, peeled)', 'kiwifruit (1 2/3 cup coarsely chopped, optional)', 'sugar (2 tablespoons, optional)', '2 tablespoons lime juice', '2 cups water', 'ice']","['Wash hands with soap and water.', 'In a blender, puree fruit with sugar and lime juice until smooth.', 'Combine fruit mixture and water in a large pitcher.', 'If desired, pour through a strainer to eliminate pulp.', 'Cover and refrigerate for up to a week.', 'To serve, stir well and pour into tall glasses over ice.']",Desserts,37,0 mg,0 g,9 g,1 g,8 g,1 g,14 mg,0 mg,176 mcg RAE,40 mg,0 mcg,23 mcg DFE
Fruit Sorbet,7 Servings,"['2 cans sliced peaches in 100% juice (15-ounce cans)', 'banana, peeled (optional)']","['Collect all ingredients and freeze cans before starting to prepare the recipe.', 'Place cans of fruit in freezer for at least 3 hours. Take out when fully frozen.*', 'Run frozen cans briefly under hot water, or let them sit on counter for 30 minutes to loosen contents. Remove fruit from the cans, and use a sharp knife to cut it into small pieces.', 'If using a banana, peel, and cut into slices. Banana does not need to be frozen.', 'Place frozen, chopped fruit (and banana, if using) in the blender, and blend until creamy.', 'Serve immediately.', 'Freeze any leftovers in a freezer-safe container or sealable plastic freezer bags.']",Desserts,53,0 mg,0 g,14 g,2 g,12 g,1 g,7 mg,0 mg,23 mcg RAE,4 mg,0 mcg,4 mcg DFE
Fruit Yogurt Parfait,1 serving,"['1/2 cup yogurt, fruit-flavored (low-fat)', '1/2 banana (medium)', '1/2 cup grape', '1/4 cup dry crunchy cereal (Grape Nuts or granola cereals are good)']","['Peel and slice the banana.', 'Spoon the grapes into a tall plastic cup.', 'Put 3 spoonsful of yogurt on top of the grapes.', 'Spoon sliced bananas on top of the yogurt.', 'Add the rest of the yogurt.', 'Sprinkle the cereal on top.']",Desserts,379,5 mg,9 g,67 g,5 g,48 g,11 g,220 mg,2 mg,17 mcg RAE,9 mg,1 mcg,49 mcg DFE
Fruit Yogurt Pops,14 servings,"['1 low fat yogurt, pina colada (8 ounces)', '2 1/2 cups strawberries (sliced frozen, thawed)']","['Combine ingredients. Pour into 3 ounce paper cups.', 'Freeze about 30 minutes; then stick a wooden popsicle/ craft stick in the center of each cup.', 'Freeze overnight until firm. To eat pops, peel off paper cups.', 'For variety, try other fruit flavored yogurts and frozen fruit or fruit juice concentrates.']",Desserts,26,1 mg,0 g,5 g,1 g,4 g,1 g,27 mg,0 mg,2 mcg RAE,18 mg,0 mcg,9 mcg DFE
Fudgy Fruit,4 servings,"['1/8 cup chocolate chips (or 2 tablespoons semi-sweet chips)', '2 bananas (large, peeled and cut into quarters)', '8 strawberries (large)', '1/4 cup peanuts (chopped, unsalted)']","['Wash hands with soap and water.', 'Place chocolate chips in a small microwave safe bowl. Heat on high for 10 seconds and stir. Repeat until chocolate is melted, about 30 seconds.', 'Place fruit on a small tray covered with a piece of waxed paper. Use a spoon to drizzle the melted chocolate on top of the fruit.', 'Sprinkle the fruit with chopped nuts.', 'Cover the fruit and place in the refrigerator for 10 minutes or until the chocolate hardens. Serve chilled.']",Desserts,151,0 mg,6 g,24 g,4 g,13 g,3 g,16 mg,1 mg,2 mcg RAE,27 mg,0 mcg,36 mcg DFE
Grilled Fruit,3 Servings,"['1 cup pineapple chunks', '1 peach (cubed)', '1 banana (sliced)']","['Place fruit chunks on a skewer to make kabobs.', 'Grill or broil on low heat until the fruit is hot and slightly golden.']",Desserts,104,0 mg,0 g,27 g,2 g,21 g,1 g,17 mg,0 mg,11 mcg RAE,15 mg,0 mcg,14 mcg DFE
Honey Milk Balls,20 servings,"['1/4 cup honey', '1/4 cup peanut butter', '1/2 cup dry milk, non-fat', '1/2 cup cereal (crushed)']","['Wash hands with soap and water.', 'Mix honey and peanut butter.', 'Gradually add dry milk and mix well.', 'Chill for easier handling.', 'With greased hands, form into small balls.', 'Roll in crushed cereal flakes.', 'Chill until firm.', 'Refrigerate leftovers within 2 hours.']",Desserts,41,0 mg,2 g,5 g,0 g,5 g,1 g,26 mg,0 mg,19 mcg RAE,0 mg,0 mcg,12 mcg DFE
Honey of a Pumpkin Bar,30 servings,"['1/3 cup dry milk, non-fat', '2 cups flour (all purpose)', '1 teaspoon baking soda', '2 1/2 teaspoons cinnamon', '1/2 teaspoon cloves', '1/2 teaspoon allspice', '1/2 teaspoon nutmeg', '1/3 cup vegetable oil', '2/3 cup honey', '1/2 cup orange juice', '2 tablespoons orange peel (grated)', '2 egg', '1 cup pumpkin (mashed)']","['1. Preheat oven to 350 degrees. Lightly grease or spray with non-stick spray a 12 x 15 inch baking pan with sides.', '2. In a small bowl, combine dry milk, flour, baking soda, and spices. Set aside.', '3. In a large bowl, thoroughly mix oil, honey, juice, peel, eggs and pumpkin.', '4. Gradually add flour mixture to pumpkin mixture, stirring until smooth.', '5. Spread batter onto prepared baking pan. Bake for 15 to 20 minutes, or until golden brown and cake springs back when lightly touched with your finger. Cool. Cut into squares.']",Desserts,88,13 mg,3 g,14 g,1 g,7 g,2 g,19 mg,1 mg,74 mcg RAE,3 mg,0 mcg,29 mcg DFE
Honeydew Summer Salad Wedges,8 servings,"['1 honeydew melon', '1 package gelatin, lemon flavored (3 ounce)', '1/2 cup water (boiling)', '1/2 cup water (iced)', 'ice cubes', '1 cup whole strawberries (hulled)']","['Cut melon in half; scoop out seeds.', 'Pat the inside of the melon dry using paper towels.', 'Dissolve gelatin in boiling water.', 'Combine ice water and ice cubes to make one cup.', 'Add to gelatin and stir until slightly thickened.', 'Remove any un-melted ice.', 'Place each melon half in a small bowl to hold straight and firm.', 'Place half of strawberries in each melon half.', 'Pour gelatin mixture over berries.', 'Cover with plastic wrap and chill until firm, about 3 hours.', 'To serve, cut into wedges.']",Desserts,93,0 mg,0 g,22 g,1 g,20 g,2 g,13 mg,0 mg,4 mcg RAE,33 mg,0 mcg,29 mcg DFE
Instant Chocolate Mousse,4 servings,"['1 box of instant chocolate pudding mix (3.9 ounce)', '1 1/4 cups soy milk (cold)', '1 package silken tofu (14 ounce)']","['1. Blend the chocolate pudding mix and the soy milk on medium speed for about 15 seconds until the mixture is very smooth.', '2. Add the silken tofu and blend again. Scrape the mixture down off the sides to be sure it’s all mixed in. Blend and scrape until well mixed and very smooth.', '3. Pour mixture into 4 small serving dishes.', '4. Place in the fridge. Chill for at least 2 hours before serving.']",Desserts,183,0 mg,4 g,29 g,1 g,22 g,8 g,176 mg,2 mg,40 mcg RAE,0 mg,1 mcg,40 mcg DFE
Ivory Coast Bananas with Caramel Sauce,12 servings,"['6 bananas (large)', '6 tablespoons butter', '1 cup sugar', '1/2 cup evaporated milk, skim', '2 teaspoons cornstarch, dissolved in 2 teaspoons water']","['1. Preheat oven to 400 degrees. Place unpeeled banana on a baking sheet. Prick the skin of each banana several times with the prongs of a fork. Cook the bananas for about 8 minutes. The skin will turn black.\n2. Over moderate heat, cook the butter, water and sugar to a medium brown color (it will look like caramel). Remove from heat.\n3. Combine the milk, cornstarch slurry to the caramel mixture. Stir to dissolve.\n4. Return to the heat and bring to a boil, stirring constantly.\n5. Remove from heat and cool slightly.\n6. Serve on top of the bananas that have been peeled and sliced lengthwise.\n ']",Desserts,178,16 mg,6 g,32 g,2 g,25 g,2 g,36 mg,0 mg,63 mcg RAE,5 mg,0 mcg,13 mcg DFE
