name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Chicken Waldorf Salad,4 Servings,"['1/3 cup low-fat mayonnaise', '1/3 cup nonfat or low-fat plain yogurt', '2 teaspoons lemon juice', '1/4 teaspoon salt', '3 cups cooked chicken breast, chopped', '1 medium red apple, diced', '1 cup red or green grapes, halved', '1 cup celery, sliced', '1/2 cup chopped walnuts, divided (toasted if desired)']","['Whisk mayonnaise, yogurt, lemon juice and salt in a large bowl.', 'Add chicken, apple, grapes, celery, and half of the walnuts. Stir to coat well.', 'Serve topped with the remaining walnuts.']",Main,356,78 mg,16 g,23 g,3 g,15 g,31 g,109 mg,2 g,16 mcg RAE,8 mg,0 mcg,35 mcg DFE
"Chicken, Rice, and Fruit Salad",3 servings,"['1 cup brown or white rice, cooked', '2 teaspoons parsley, dried (or 2 Tablespoons fresh, finely chopped)', '1/2 teaspoon black pepper (ground)', '1/4 clove garlic (finely chopped)', '1 tablespoon ranch dressing, fat-free', '2 tablespoons mayonnaise, fat-free', '1 cup apple or cantaloupe (cut into chunks)', '1/3 cup grape halves (red or purple, cut into chunks)', '1/2 cup celery (chopped)', '1 1/4 cups chicken, cooked (cut into bite-size pieces)', '6 lettuce leaves']","['Wash your hands with soap and water.', 'If not using leftover or ""planned over"" rice, cook rice according to package directions without adding salt. Chill.', 'In a serving bowl, mix parsley, black pepper, garlic, dressing, and mayonnaise together.', 'Add cooled rice, apple, grapes, celery, and chicken. Stir gently.', 'Serve cold on a bed of clean lettuce leaves, if desired.', 'Cover and refrigerate leftovers within 2 hours.']",Main,216,55 mg,3 g,28 g,3 g,9 g,19 g,35 mg,1 mg,35 mcg RAE,4 mg,0 mcg,26 mcg DFE
Chickpeas and Spinach Sauté,4 Servings,"['1 tablespoon vegetable oil', '1 yellow onion (peeled and chopped)', '1 clove garlic (peeled and minced)', '1 celery stalk (chopped)', '1 carrot (chopped)', '1 can (14.5 oz) low-sodium diced tomatoes (including liquid)', '1 can (16 oz) low-sodium chickpeas (drained and rinsed with cold water)', '1/4 cup water', '1 package (10 oz) frozen spinach (kale can be used instead of spinach)', '1 teaspoon fresh lemon juice (or red vinegar)', '1/4 teaspoon crushed red pepper flakes']","['Put a skillet on the stove on medium high heat. When the skillet is hot, add oil.', 'Add onion, garlic, celery and carrot and cook about 15 minutes until the mixture is soft and the onions are lightly browned.', 'Raise the heat to high and add the tomatoes, beans (white beans instead of chickpeas) and water and cook for 5 minutes. Lower the heat to low and top the mixture with the spinach (don’t worry about stirring). Cover and cook until the spinach has thawed and heated throughout, about 10 minutes. Stir well.', 'Add the lemon juice and red pepper flakes and stir thoroughly.', 'Serve with cooked quinoa or brown rice.']",Main,193,0 mg,7 g,28 g,10 g,8 g,10 g,213 mg,4 mg,634 mcg RAE,16 mg,0 mcg,145 mcg DFE
Chili Cheese Hominy,8 Servings,"['1 teaspoon vegetable oil', '1/2 cup chopped onion (about 1/2 medium)', '31 ounces can white or yellow hominy, drained and rinsed, or 2 cans (15.5 ounces each)', '2 cans (4 oz each) chopped green chiles, drained', '1 cup nonfat sour cream', '1 teaspoon chili powder', '1/8 teaspoon pepper', '3/4 cup shredded cheddar cheese']","['Wash hands with soap and water.', 'Heat oil in a large skillet over medium high heat (350 °F in an electric skillet). Add onion and cook until tender, about 2 to 3 minutes.', 'Stir in hominy, green chiles, sour cream, chili powder and pepper. Add half of the cheese and mix well.', 'Reduce heat to medium (300 °F in an electric skillet). Cover and cook until heated through, about 3 to 5 minutes.', 'Sprinkle remaining cheese on top. Cover and cook until cheese melts, about 5 minutes.']",Main,407,14 mg,6 g,78 g,5 g,2 g,11 g,159 mg,3 mg,58 mcg RAE,10 mg,0 mcg,188 mcg DFE
Chili Tomato Macaroni,4 Servings,"['3/4 pound ground beef, 85% lean', '1 1/2 cups water', '1 cup macaroni, uncooked', '1 can diced tomatoes, drained (14.5 ounces)', '2 teaspoons chili powder, mild', '2 servings Eating Smart Seasoning Mix (1/2 cup)', 'salt (optional, to taste)']","['Wash hands with soap and water.', 'Brown ground beef in a large skillet, drain the fat.', 'Add water, macaroni, tomatoes, chili powder, and seasoning mix. Stir.', 'Bring to a boil, reduce heat to low and simmer covered on low heat for 20 minutes or until macaroni is tender.', 'Taste; add a small amount of salt if needed.', 'Refrigerate leftovers.']",Main,316,56 mg,10 g,32 g,4 g,7 g,24 g,151 mg,4 mg,89 mcg RAE,15 mg,1 mcg,107 mcg DFE
Citrus Chicken,4 Servings,"['4 6-ounce chicken thighs (bone-in)', '2 teaspoons dried oregano', '1 teaspoon ground cumin', '2 tablespoons fresh lime juice (about 1 lime)', '1/2 teaspoon Kosher salt', '1/4 teaspoon black pepper', '1 orange, sliced (optional, for garnish)']","['Preheat the oven to 425 °F.', 'To trim the chicken, lay the chicken thighs on the cutting board, skin side up. Press down on the chicken to push out the excess fat. Use a sharp knife to cut excess fat.', 'Put the chicken, oregano, cumin, lime juice, salt, and pepper in the bowl and mix well. Proceed to the next step or cover and refrigerate up to overnight.', 'Put the contents of the bowl in the baking pan and transfer to the oven.', 'Bake about 1 hour until cooked throughout and well browned.', 'Serve right away.']",Main,231,133 mg,15 g,1 g,0 g,0 g,22 g,25 mg,2 mg,17 mcg RAE,2 mg,0 mcg,6 mcg DFE
Citrus Salmon Fillets,4 Servings,"['1 pound salmon (3-4 fillets), pat dry', '2 tablespoons vegetable oil', '1 red onion, chopped', '1 cup baby carrots (or sweet potato)', '1/4 cup parsley, chopped', '1 cup orange juice (divided)', '1 tablespoon honey', 'Salt and pepper to taste', '1 orange or lemon, cut into wedges (optional)']","['Preheat oven to 400 degrees F.', 'In an oven safe skillet, heat oil on medium high heat.', 'Add onion, carrots (or sweet potato), parsley, and ½ cup of orange juice. Cook 5-8 minutes.', 'In a small bowl, mix ½ cup orange juice and honey.', 'In center of skillet, add salmon fillets and season with salt and pepper.', 'Pour orange juice and honey mixture over top.', 'Bake entire skillet in oven 16-18 minutes or until fish is flaky.', 'Garnish with orange or lemon wedges, if using']",Main,333,61 mg,19 g,18 g,2 g,13 g,22 g,47 mg,1 mg,310 mcg RAE,34 mg,0 mcg,67 mcg DFE
Citrus Tuna Melt,6 Servings,"['1 can (about 12 ounces) tuna, drained', '2 tablespoons lime (or lemon) juice', '1/2 cup onion, diced', '1/4 cup tomatoes, diced (or 2 tablespoons, about 2 ounces, low-sodium diced tomatoes, drained)', '1/2 cup apple, diced', '1/4 cup celery, diced', '1/4 teaspoon black pepper', '6 slices whole grain bread (or homemade bread)', '1/4 cup fresh parsley or cilantro, chopped (optional)', '1 tablespoon cayenne or jalapeño chilies, diced (optional)', '3 slices pasteurized process American cheese, cut into halves', '6 slices tomatoes', '6 leaves lettuce']","['Preheat oven to 350 °F.', 'In a medium-sized bowl, combine tuna, lime juice, onion, tomatoes, apple, celery, and pepper. Mix well.', 'Toast the bread.', 'Place 6 slices of toasted bread on a cookie sheet. Put an even amount of tuna mixture on top of each slice. If using parsley and chilies, add these too.', 'Put 1/2 slice cheese on top of the tuna and bake for about 3 minutes.', 'Add an extra slice of tomato and lettuce on top if you like.', 'Serve hot.']",Main,191,24 mg,4 g,17 g,4 g,2 g,21 g,152 mg,2 mg,103 mcg RAE,13 mg,1 mcg,45 mcg DFE
Cobb Salad with Pears,6 Servings,[],"['For the dressing, mix pear juice, vinegar, honey, mustard, and salt and pepper and olive oil in a blender.', 'Put mixed greens in large mixing bowl, drizzle dressing over greens and mix together.', 'Add remaining chopped pear, walnuts, and grated carrots and toss lightly.', 'Portion out 1 cup of salad and top with 1/2 tablespoon grated Parmesan cheese.']",Main,64,,3 g,10 g,2 g,6 g,2 g,45 mg,1 mg,360 mcg RAE,14 mg,,
Collard Green Gumbo with Ham Hock,4 Servings,"['2 tablespoons vegetable oil', '1 large onion (peeled and diced)', '3 celery stalks (chopped)', '2 cloves garlic (peeled and minced)', '1 teaspoon dried thyme', '1/2 teaspoon chopped red pepper flakes', '1/2 teaspoon salt', '1/2 teaspoon dried oregano', '2 tablespoons whole wheat flour', '4 cups water', '6 cups chopped collard greens', '2 pounds ham hock', '2 cups cooked brown rice']","['Put a skillet on the stove and turn the heat to medium. When it is hot, add the oil. Add the onion, bell pepper, celery, garlic, thyme, red pepper flakes, salt, and oregano, and cook until golden, about 20 minutes.', 'Add the flour in small amounts, sprinkling a little bit at a time and stirring well, until it turns slightly brown, about 10 minutes.', 'Slowly add the water, stirring constantly. Add the ham hock. Raise the heat to high and when it comes to a boil reduce heat to low.', 'Add the collard greens and cook until tender, about 45 minutes.', 'Divide the brown rice between 4 shallow bowls and top each with about 1 cup of gumbo.']",Main,134,7 mg,6 g,17 g,3 g,2 g,4 g,62 mg,1 mg,99 mcg RAE,24 mg,0 mcg,57 mcg DFE
Colorful Quesadillas,8 servings,"['8 ounces cream cheese, fat-free', '1/4 teaspoon garlic powder', '8 flour tortillas (6"" across)', '1 cup sweet red pepper (chopped)', '1 cup low-fat cheese (shredded)', '2 cups spinach leaves (fresh, or 9 oz. frozen, thawed and squeezed dry)']","['Wash hands with soap and water.', 'In a small bowl, mix the cream cheese and garlic powder.', 'Spread about 2 tablespoons of the cheese mixture on each tortilla.', 'Sprinkle about 2 tablespoons bell pepper and 2 tablespoons cheese on one half of each tortilla.', 'Add spinach: 1/4 cup if using fresh leaves OR 2 tablespoons if using frozen. Fold tortillas in half.', 'Heat a large skillet over medium heat until hot. Put 2 folded tortillas in skillet and heat for 1 to 2 minutes on each side or until golden brown.', 'Remove quesadillas from skillet, place on platter and cover with foil to keep warm while cooking the remainder.', 'Cut each quesadilla into 4 wedges. Serve warm.']",Main,156,6 mg,4 g,19 g,2 g,3 g,11 g,206 mg,1 mg,76 mcg RAE,26 mg,0 mcg,85 mcg DFE
Creamy Chicken Hash,4 servings,"['1 russet potato (scrubbed, medium 6 ounce)', '2 tablespoons butter (or canola oil, divided)', '1/2 onion (small, finely chopped)', '1/4 cup green bell pepper (finely chopped)', '1/4 cup red bell pepper (finely chopped)', '1/4 cup celery (finely chopped)', '1 garlic clove (small, finely chopped)', 'canola cooking spray', '2 cups skinless cooked chicken breast (diced)', '2 tablespoons milk, 2%', '1/8 teaspoon cayenne pepper (a pinch or to taste)', 'salt (and freshly ground black pepper, to taste)', '4 tablespoons barbecue sauce (prepared)']","['Wash hands with soap and water.', 'Shred the potato and set aside. (It will darken in color, but this will not affect hash.)', 'Heat 1 tablespoons butter or oil in a medium/large non-stick skillet. Add onion, bell peppers, celery and garlic. Sauté until lightly browned, 5 minutes. Push vegetables to one side of pan. Add remaining butter or oil. Add potatoes and mix with oil to coat them. Mix and combine well with the vegetables. Cook 3 minutes. If potatoes stick, scrape pan vigorously and move contents around pan to spray the bottom with cooking spray.', 'Mix in chicken, milk, cayenne, salt and pepper. Spread and flatten out the mixture into a thick cake. Use the edge of a pancake turner to cut it into 4 sections. (Or, hash can be broken into rough pieces while cooking.) Cover the pan. Cook until potatoes are tender and hash is lightly browned, 3 to 5 minutes, turning so bottom sides can also brown. (Spray pan with oil spray if necessary while turning hash.)', 'When hash is done, divide equally among four plates. Serve with barbecue sauce drizzled on top or around each portion. (If desired, sauce can first be thinned, by mixing 4 tablespoons sauce with 4 tablespoons milk.)']",Main,243,81 mg,9 g,19 g,2 g,7 g,22 g,35 mg,1 mg,79 mcg RAE,31 mg,0 mcg,24 mcg DFE
Crispy Oven-Fried Chicken,6 servings,"['1/2 cup milk, non-fat (or buttermilk)', '1 teaspoon poultry seasoning', '1 cup cornflakes, crumbled', '1 1/2 tablespoons onion powder', '1 1/2 tablespoons garlic powder', '2 teaspoons black pepper', '2 teaspoons hot pepper (dried crushed)', '1 teaspoon ginger (ground)', '4 chicken breasts, skinless', '4 chicken drumsticks, skinless', '1/4 teaspoon paprika', '1 teaspoon vegetable oil (to grease baking pan)']","['Wash hands with soap and water.', 'Preheat oven to 350 °F.', 'Add 1/2 teaspoon of poultry seasoning to milk.', 'Combine remaining 1/2 teaspoon of poultry seasoning and all other spices (except paprika) with cornflake crumbs and place in a plastic bag.', 'Dip chicken into milk, shake to remove excess, then quickly shake in bag with seasoning and crumbs.', 'Refrigerate for 1 hour.', 'Remove from refrigerator and sprinkle lightly with paprika for color.', 'Evenly space chicken on greased baking pan. Cover with aluminum foil and bake for 40 minutes.', 'Remove foil and continue baking for an additional 30 to 40 minutes or until the meat can be easily pulled away form the bone with a fork. The drumsticks may require less baking time than the breasts. Crumbs will form a crispy ""skin."" (Do not turn chicken during baking.)']",Main,204,94 mg,5 g,9 g,1 g,2 g,30 g,54 mg,3 mg,56 mcg RAE,2 mg,0 mcg,35 mcg DFE
Crispy Taquitos,4 servings,"['3 servings Pico de Gallo', '1/2 cup chicken (cooked, finely chopped)', '1/2 cup corn (no salt added, canned or frozen, thawed)', '1/4 cup green onion (chopped)', '1/4 cup bell pepper (green, chopped)', '1/2 cup cheddar cheese (shredded, reduced fat, or Monterey jack or queso fresco)', '12 corn tortillas', '2 teaspoons vegetable oil']","['Wash hands with soap and water.', 'Heat oven to 425 °F. In a medium bowl, combine 1 cup Pico de Gallo, chicken, corn, green onion, bell pepper, and cheese.', 'Soften tortillas on the stovetop or in the microwave oven, and spoon a heaping tablespoon of filling onto the center of each tortilla. Roll up tightly and secure each with a toothpick.', 'Place rolled tortillas seam side down on a baking sheet and brush each lightly with oil. Bake for 10 to 15 minutes or until crisp and lightly browned.', 'Place 3 taquitos on each plate and serve with remaining Pico de Gallo.']",Main,273,19 mg,6 g,43 g,7 g,5 g,14 g,139 mg,1 mg,39 mcg RAE,30 mg,0 mcg,32 mcg DFE
Crispy Walleye Patties,8 Servings,"['1 pound walleye fillets, minced (fresh or frozen) (2-8 ounce fillets)', '1/2 cup onion, minced', '1/2 cup celery, minced', '2 tablespoons low-fat mayonnaise', '1 cup crushed crackers, unsalted', '1 egg (or 2 Tbsp dried egg mix + 1/4 cup water)', '1/2 teaspoon garlic powder', '1/2 teaspoon dill', '1/2 teaspoon paprika', '1/2 teaspoon salt', 'Cooking spray']","['Preheat oven to 375 degrees F. Place minced fish in a colander and press firmly to remove as much moisture as possible.', 'In a medium bowl, mix fish, onion, celery, mayonnaise, crackers, egg, garlic powder, dill, paprika, and salt. Let rest for 10 minutes.', 'Shape mixture into 8 patties. Spray baking sheet with cooking spray and place patties at least 1 inch apart on the pan.', 'Bake for 10-15 minutes, flip, and bake for another 10 minutes. Serve warm.']",Main,94,51 mg,3 g,6 g,1 g,1 g,10 g,32 mg,1 mg,22 mcg RAE,1 mg,26 mcg,24 mcg DFE
Crunchy Chicken Salad,5 servings,"['2 cups cooked chicken (chunked)', '1/2 cup celery', '1/4 cup green pepper', '1/4 onion', '1/2 cucumber', '1/2 cup grapes', '1 apple (small, diced, leave the peel on)', '1/4 cup yogurt, plain']","['Wash hands with soap and water.', 'Use leftover cooked chicken, or cook enough chicken to make 2 cups of chicken pieces.', 'Chop the celery and green pepper into small pieces.', 'Peel and chop 1/4 of an onion.', 'Peel and chop half of a cucumber.', 'Chop the apple into pieces. It’s okay to leave the peel on the apple.', 'Cut the grapes in half.', 'Put all the ingredients in a large bowl. Stir together.']",Main,123,53 mg,2 g,8 g,1 g,6 g,17 g,38 mg,0 mg,11 mcg RAE,9 mg,0 mcg,14 mcg DFE
Crusty Rice with Tofu and Vegetables,4 Servings,[],"['To make the rice, cook rice according to the directions on the package. Set aside to cool and dry out.', 'Put the tofu, corn, scallions, carrot, basil, and salt in the bowl and mix well.', 'When the rice has fully cooled, add it to the bowl with the tofu and mix well.', 'Put the skillet over medium high heat and when it is hot, add the oil.', 'Add the rice and tofu mixture; reduce heat to low and press down the rice mixture with a spatula. Cover and cook 10 minutes. Press down again to help form a crust. Flip portions of the rice so that you get chunks of crispy rice. Cook until crispy, up to 20 minutes.']",Main,389,0 mg,13 g,54 g,8 g,6 g,17 g,279 mg,4 mg,188 mcg RAE,11 mg,0 mcg,84 mcg DFE
Cuban Beans and Rice,4 servings,"['1 teaspoon olive oil', '1 tablespoon garlic (minced)', '1 cup onion (chopped)', '1 cup green bell pepper (diced)', '3 cups black beans (cooked)', '2 cups chicken broth (low sodium)', '1 tablespoon vinegar', '1/2 teaspoon oregano (dried)', 'black pepper (to taste)', '3 cups brown rice (cooked)']","['Wash hands with soap and water.', 'Heat the olive oil in a large nonstick skillet. Sauté the garlic, onion, and green bell pepper until golden, about 3 minutes.', 'Stir in the beans, broth, vinegar, and seasoning; bring to a boil then lower to a simmer. Cook covered for 5 minutes.', 'Spoon over cooked rice and serve.']",Main,384,0 mg,4 g,72 g,15 g,4 g,18 g,109 mg,5 mg,7 mcg RAE,34 mg,0 mcg,128 mcg DFE
Curried Chicken with Raisins and Mushrooms,4 Servings,"['1 1/2 teaspoons olive oil (extra virgin or virgin)', '2 boneless, skinless chicken breasts (about 12 oz, diced into 1 inch cubes)', '2 cups sliced fresh white mushrooms', '2 cups sliced cremini mushrooms', '1/2 medium red bell pepper (cut into 3/4"" squares)', '2 cups low sodium chicken broth', '1 cup raisins', '2 cups instant whole-grain rice', '1 1/2 tablespoons curry powder']","['Heat olive oil in large sauté pan.', 'With heat on medium-high, place chicken in pan and cover with lid.', 'Cook chicken about 5 minutes.', 'Add mushrooms and peppers to pan and sauté 3 to 4 minutes.', 'Add chicken broth.', 'Gently mix in raisins, rice, and curry powder; bring to boil, reduce heat and cover.', 'Simmer until rice is done; fluff with fork and let sit 3 to 5 minutes before serving.']",Main,440,55 mg,6 g,71 g,6 g,24 g,27 g,63 mg,4 mg,30 mcg RAE,22 mg,0 mcg,32 mcg DFE
Curried Chickpea Salad,6 Servings,"['2 cans chickpeas, rinsed and drained', '1/2 cup celery, diced', '1/2 cup apple, diced', '1/4 cup red onion, diced', '1/4 cup cranberries, dried', '1/4 cup mayonnaise, low-fat or vegan mayonnaise', '1 teaspoon dijon mustard', '2 teaspoons curry powder', '1/4 teaspoon thyme, dried', '1/8 teaspoon black pepper, ground', 'salt (1/2 teaspoon, optional)']","['Wash hands with soap and water.', 'Add the chickpeas to a large bowl and mash with a potato masher. You can mash them to be as smooth or coarse as you desire.', 'Add all of the remaining ingredients to the bowl and mix until everything is combined.']",Main,181,,6 g,26 g,7 g,8 g,7 g,59 mg,2 mg,4 mcg RAE,1 mg,,
Curried Potatoes with Red Lentils,6 Servings,"['1 tablespoon canola oil', '1 tablespoon butter (or more oil)', '1 small onion, chopped', '2 cloves garlic, crushed (use 2-3 garlic cloves)', '1 sweet potato, medium peeled and cut into 1/2-inch pieces (use a dark-fleshed potatoes)', '2 potatoes, yellow, cut into 1/2-inch pieces (use thin-skinned potatoes, such as Yukon Gold)', '1 tablespoon ginger, fresh grated', '1 tablespoon curry paste (or curry powder)', '1/2 cup dried red lentils', '2 cups vegetable stock (or chicken stock)', 'chopped fresh cilantro, divided (1/2 cup, optional)', '1 cup coconut milk, light', '2 teaspoons lime juice', 'salt (to taste, optional)']","['Wash hands with soap and water.', 'In large, heavy skillet, heat the oil and butter over medium-high heat. When the butter melts and foam subsides, sauté the onion for 3-4 minutes, until soft and starting to turn golden.', 'Add the garlic and potatoes and cook for another 3-4 minutes until the potatoes are starting to turn golden on the edges.', 'Add the ginger and curry paste and cook for another minute.', 'Add the lentils, cilantro (optional), vegetable stock, and coconut milk. Stir to combine well and reduce the heat to a simmer.', 'Cover and cook, stirring occasionally, for 30 minutes, or until the potatoes are tender. Add a little water, stock, or coconut milk if it gets too thick.', 'Add the lime juice and season with salt (optional). Serve hot.']",Main,206,5 mg,7 g,30 g,6 g,3 g,7 g,39 mg,3 mg,170 mcg RAE,17 mg,,
Dilled Fish Fillets,4 servings,"['1 pound haddock or cod fillets (frozen)', '1 tablespoon lemon juice', '1/8 teaspoon dill weed (dried)', '1/8 teaspoon salt', 'black pepper (optional)']","['Thaw frozen fish in refrigerator overnight or thaw in microwave oven. Then, separate into 4 fillets or pieces', 'Place fish in a glass-baking dish. Cover with wax paper.', 'Cook at ""medium"" power in the microwave for 3 minutes. Remove cover, turn fish over, and sprinkle with lemon juice and seasonings.', 'Cover and continue cooking at ""medium"" power for 3 minutes or until fish flakes with a fork.']",Main,74,49 mg,0 g,0 g,0 g,0 g,16 g,9 mg,0 mg,2 mcg RAE,2 mg,1 mcg,8 mcg DFE
Easy Beef Supper,6 Servings,"['1 pound ground beef', '1 small onion, chopped', '1 bell pepper, chopped', '2 cans (about 30 ounces) low-sodium diced tomatoes, drained', '1 cup macaroni, uncooked', '2 1/2 cups low-sodium tomato juice', '1/4 teaspoon black pepper', '1/2 teaspoon chili powder', '1 teaspoon oregano (optional)', '1 can (about 15 ounces) low-sodium kidney beans, drained']","['In a large pan, cook ground beef over medium heat for 8 to 10 minutes. Drain fat.', 'Add onion, green pepper, and tomatoes to ground beef and cook until onion turns light brown.', 'Turn down the heat to a simmer. Add macaroni, tomato juice, spices, and beans to the pan. Stir well.', 'Cover the pan and simmer for about 20 minutes.', 'Remove pan from heat, stir, and serve hot.']",Main,390,51 mg,12 g,46 g,9 g,10 g,25 g,97 mg,5 mg,39 mcg RAE,49 mg,0 mcg,117 mcg DFE
Easy Chicken and Dumplings,2 servings,"['1/3 tablespoon flour (all purpose)', '2 tablespoons water', '1 cup chicken broth, low-sodium', '1 cup chicken, cooked and diced', 'salt (optional, 1/4 teaspoon)', '1 dash black pepper']","['Mix 2 tablespoons flour and water in a pan until smooth.', 'Slowly stir in broth.', 'Cook over medium heat until thickened.', 'Add chicken, salt (optional) and pepper.']",Main,213,66 mg,3 g,19 g,1 g,1 g,26 g,100 mg,2 mg,15 mcg RAE,0 mg,0 mcg,69 mcg DFE
Easy Chicken Pot Pie,6 servings,"['1 2/3 cups frozen mixed vegetables (thawed)', '1 cup cooked chicken (cut-up)', '1 can cream of chicken soup, low-fat (10 3/4 ounce, condensed)', '1 cup baking mix, reduced-fat (example: Bisquick)', '1/2 cup milk (non-fat)', '1 egg']","['Wash hands with soap and water.', 'Pre-heat oven to 400 °F.', 'Mix vegetables, chicken, and soup in ungreased, 9-inch pie plate', 'Stir remaining ingredients in a mixing bowl with fork until blended. Pour over vegetables and chicken in pie plate.', 'Bake 30 minutes or until golden brown.', 'Let cool for 5 minutes and serve.']",Main,189,55 mg,4 g,26 g,3 g,5 g,13 g,86 mg,2 mg,,2 mg,,
Easy Eggplant Stir Fry,4 servings,"['2 eggplants (peeled and cubed)', '1 zucchini (thinly sliced)', '1 cup green bell pepper (cut into strips)', '2 onions (sliced)', '3 tablespoons Italian salad dressing (low fat)', '2 cups cherry tomatoes', '2 cups brown rice (cooked)']","['Place eggplant, zucchini, green bell pepper, onions and salad dressing into a skillet.', 'Stir lightly to combine and cook over low heat until tender.', 'Stir in cherry tomatoes and cook for 3-5 minutes. Serve over cooked brown rice.']",Main,179,0 mg,2 g,37 g,6 g,9 g,5 g,47 mg,1 mg,43 mcg RAE,53 mg,0 mcg,50 mcg DFE
Easy Fried Rice,4 servings,"['1 tablespoon vegetable oil', '2 eggs (beaten)', '3 1/2 cups brown rice, cooked (or white rice)', '1 cup chicken breast, ham or pork, cooked (and chopped)', '1 cup mixed vegetables, cooked (and chopped)', '2 green onions (sliced)', 'soy sauce or hot sauce (optional, to taste)']","['Wash hands with soap and water.', 'Heat pan. Add 1 teaspoon of oil. Add eggs and scramble.', 'Remove cooked eggs and set aside.', 'Add the rest of oil (2 teaspoons) to pan. Stir fry rice, breaking up lumps by pressing rice against pan.', 'Add cooked meat and/or vegetables. Stir fry until heated.', 'Add green onions, reserved eggs and sauce to taste. Serve hot.', 'Cover and refrigerate leftovers within 2 hours.']",Main,340,126 mg,9 g,46 g,5 g,2 g,19 g,50 mg,2 mg,143 mcg RAE,3 mg,1 mcg,34 mcg DFE
Easy Oven Fish with Spinach Basil Dipping Sauce & Spiced Apples,4 Servings,[],"['Place rack in center and heat oven to 450 °F. Spray cookie sheet with cooking spray.', 'To make dipping sauce, place all ingredients in a blender or food processor; blend or process until smooth.', 'Cut pollock into strips 1-inch wide (easiest when fish is partially, rather than full, thawed) and place on prepared baking sheet.', 'Mix breading ingredients (bread crumbs, Parmesan cheese, and pepper) in a shallow dish or pie pan; place flour and egg whites in separate dishes.', 'Dip fish sticks in flour, then in egg whites, then breading mix, coating evenly.', 'Return coated fish sticks to baking sheet, spacing evenly. Cook fish until it is 145 °F, confirmed with a food thermometer, about 10 to 12 minutes, golden brown, turning as needed.', 'While fish sticks are baking, cut apples in quarters and core them; slice into smaller wedges (about 12 per apple).', 'Toss with raisins, pecans, and cinnamon.', 'Heat butter in medium sauce pan. Add fruit mix.', 'Sauté lightly about 3 to 5 minutes. Apples should still be slightly crisp.']",Main,440,90 mg,10 g,58 g,6 g,20 g,33 g,250 mg,4 mg,88 mcg RAE,9 mg,1 mcg,116 mcg DFE
Easy Oven Packet Caribbean Tilapia with Pears and Carnival Roasted Potatoes,4 Servings,[],"['Heat oven to 425 °F.', 'Scrub potatoes under running water, cut into 1-inch chunks.', 'In a large bowl, toss potatoes with other vegetables, seasonings, and olive oil. Spread mix in a 2-quart baking dish and place in oven.', 'Roast until potatoes and other vegetables are tender, about 30 to 40 minutes.', 'About 15 minutes after the potato dish was placed in the oven, put in a baking sheet with fish packets, prepared as follows:', 'Brush fish with olive oil, coat with seasoning blend.', 'Place each filet in the center of a square of aluminum foil (or substitute foil with parchment paper).', 'Cut pears into quarters and core; slice into thin wedges (about 8 to 12 per pear).Top fish with pear wedges.', 'Bring the foil over the fish and fruit. Fold and pinch the seams.', 'Place foil packets on a baking sheet. Bake about 20 minutes, until tilapia is cooked to an internal temperature of 145 °F, confirmed with a food thermometer, and fruit is tender.', 'To serve, carefully open the packet, slide contents onto individual serving plates, and add roasted vegetables.']",Main,380,55 mg,8 g,54 g,8 g,17 g,28 g,63 mg,3 mg,20 mcg RAE,72 mg,3 mcg,58 mcg DFE
Easy Red Beans and Rice,8 servings,"['cooking oil spray, as needed (non-stick)', '1 onion (medium, peeled and chopped)', '1 green bell pepper (medium, washed, seeded and chopped)', '1 teaspoon garlic powder', '2 cans diced tomatoes (14.5 ounces each)', '1 can kidney beans (15.5 oz, drained and rinsed)', '6 cups cooked brown rice']","['Spray skillet with cooking oil spray.', 'Cook onion and pepper over medium heat for 5 minutes or until tender.', 'Add garlic powder, tomatoes, and kidney beans.', 'Bring mixture to a boil.', 'Reduce heat to low and simmer for 5 minutes.', 'Serve over rice.']",Main,232,0 mg,2 g,47 g,8 g,4 g,8 g,64 mg,2 mg,23 mcg RAE,26 mg,0 mcg,64 mcg DFE
