name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Easy Lentil Soup,10 Servings,"['2 tablespoons olive oil or cooking oil', '1 large red, yellow, or white onion (chopped)', '3 carrots (finely diced)', '3 garlic cloves (minced)', '2 cups lentils (1 pound, rinsed)', '1 can diced tomatoes (14 1/2 ounce can)', '8 cups low-sodium vegetable or chicken broth (2 quarts)', '1 bay leaf', '1/4 teaspoon red pepper flakes', '1 teaspoon salt', '1 teaspoon black pepper']","['Sauté onions, carrots, red pepper flakes, and garlic in oil until soft.', 'Add tomatoes, bay leaf, salt, and pepper and stir well.', 'Add rinsed lentils and broth and simmer until lentils are soft, about 30 minutes. Keep checking lentils until they are done.', 'Season with additional salt and pepper, if desired.']",Soups,202,0 mg,4 g,29 g,10 g,5 g,14 g,54 mg,4 mg,162 mcg RAE,9 mg,0 mcg,205 mcg DFE
Farmers Market Gazpacho,4 servings,"['2 cucumbers (diced into 1/4 inch pieces)', '3 red bell peppers (seeded and diced into 1/4 inch pieces)', '3 green peppers (seeded and diced into 1/4 inch pieces)', '4 celery stalks (diced into 1/4 inch pieces)', '2 tomatoes (diced into 1/4 inch pieces)', '1 onion (medium, diced into 1/4 inch pieces)', '2 lemons', '2 cups tomato juice, low-sodium', '3 garlic cloves (fresh minced)', '1 tablespoon cumin (ground)', '1 cup cilantro (fresh chopped)', 'salt and pepper (to taste, optional)']","['Combine all ingredients except salt, pepper, and lemons in a bowl.', 'Remove 2 cups of the mixture and reserve.', 'Using a blender or food processor, puree the remaining mixture in the bowl.', 'Add 2 cups of reserved mixture to the pureed mixture.', 'Season with salt, pepper (optional) and the juice from the lemons.', 'Cover mixture and refrigerate for at least 2 hours before serving.', 'Serve cold, garnished with chopped cilantro.']",Soups,121,0 mg,1 g,27 g,7 g,16 g,5 g,89 mg,3 mg,232 mcg RAE,239 mg,0 mcg,115 mcg DFE
Garden Barley Soup,6 servings,"['46 us fluid ounces tomato juice', '1 can beef broth (10.5 ounce)', '1 cup barley (regular)', '1/4 cup sugar', '1 tablespoon Worcestershire sauce', '1 bay leaf', '1/2 teaspoon thyme leaves (crushed)', '1/4 teaspoon salt', '2 cups zucchini (coarsely chopped)', '1 tomato (medium, chopped)', '1/2 cup green pepper (chopped)']","['In a Dutch oven or stock pot, combine tomato juice, beef broth, barley, sugar, and seasonings. Bring to boil; reduce heat.', 'Cover; simmer 1 hour.', 'Add vegetables. Return to boil; reduce heat.', 'Cover; simmer 15 to 20 minutes or until vegetables and barley are tender.']",Soups,217,0 mg,1 g,50 g,6 g,19 g,6 g,55 mg,3 mg,69 mcg RAE,63 mg,0 mcg,78 mcg DFE
Garden Vegetable Soup,6 Servings,"['non-stick cooking spray', '2 carrots, sliced', '1 small onion, chopped', '1/4 teaspoon garlic powder (or 1/2 garlic clove, minced)', '3 cups broth (beef, chicken, or vegetable)', '1 cup chopped green cabbage', '1 can green beans, undrained (14 ounces)', '1 can diced tomatoes, undrained (14 ounces)', '1/2 teaspoon Italian seasoning', '1 zucchini, chopped']","['In a large saucepan sprayed with non-stick cooking spray, sauté the carrots, onion, and garlic over low heat about 5 minutes.', 'Add broth, cabbage, green beans, tomatoes, and Italian seasoning; bring to a boil.', 'Cover, lower heat. Simmer about 15 minutes or until carrots are tender.', 'Stir in zucchini and heat for 3 to 4 minutes. Serve hot.', 'Refrigerate leftovers.']",Soups,55,0 mg,1 g,11 g,4 g,5 g,3 g,77 mg,2 mg,199 mcg RAE,30 mg,0 mcg,42 mcg DFE
Gazpacho,6 Servings,[],"['Tear bread into small pieces; transfer to medium bowl and cover with 1 cup water.', 'Soak until bread is saturated, about 15 minutes.', 'Squeeze water from bread, discarding soaking water.', 'In bowl of blender or food processor, add bread, tomatoes, cucumber, bell pepper, garlic, and 1/4 cup of water.', 'Blend until well combined, about 1 minute.', 'With motor running, add oil in steady stream until well blended.', 'Stir in vinegar, season with low-sodium adobo.', 'Strain puréed soup through small-hole strainer, into soup terrine, pressing firmly to pass all liquid through strainer, discard any solids.', 'Cover terrine; transfer to refrigerator.', 'Chill at least 1 hour, or up to 48 hours.', 'To serve, divide soup evenly among serving bowls.', 'Garnish with tomatoes, onions, peppers, and eggs.']",Soups,170,0 mg,10 g,18 g,2 g,5 g,3 g,54 mg,1 mg,80 mcg RAE,51 mg,0 mcg,59 mcg DFE
Gazpacho Soup,6 servings,"['1 tomato (large)', '1 cucumber', '2 green peppers', '1/4 teaspoon garlic powder', '1 1/2 cups tomato sauce', '1 1/2 cups water', '3 tablespoons red vinegar', '2 tablespoons vegetable oil', '1/4 teaspoon black pepper']","['Chop the tomato, cucumber, and peppers into very small pieces.', 'Put all the ingredients in a large glass or plastic bowl.', 'Stir well with a wooden or plastic spoon.', 'Chill in the fridge for 1 to 2 hours before serving.']",Soups,93,1 mg,6 g,9 g,3 g,6 g,2 g,33 mg,1 mg,44 mcg RAE,50 mg,0 mcg,23 mcg DFE
Golden Split Pea Soup,8 servings,"['2 teaspoons vegetable oil', '2 cups onion (chopped)', '4 small potatoes (2 cups diced, with skin on)', '1 1/2 cups yellow split peas', '5 1/2 cups chicken broth, low-sodium', '1 cup water', '1/2 teaspoon onion powder', '1 teaspoon poultry seasoning']","['Place the vegetable oil in a large soup pot or Dutch-oven style pan. Heat over medium-high.', 'Add the onion and sauté until golden, about 2 to 3 minutes.', 'Add the rest of the ingredients and mix well. Bring to a boil and then lower the heat to a simmer. Cook uncovered until the peas are tender, about 45 minutes. Serve hot.']",Soups,238,0 mg,3 g,42 g,11 g,6 g,14 g,43 mg,2 mg,0 mcg RAE,20 mg,0 mcg,87 mcg DFE
Great Northern Bean Soup,6 Servings,"['2 cups Great Northern beans, dry', '3 cups water', '1/2 cup onion, chopped', '1/2 pound chicken, thawed, cut up, and skin removed from each piece', '4 ounces ham, chopped (1/4 pound)', '2 tablespoons vegetable oil', '8 cups water', '1 cup tomatoes, diced, or 1/2 can, about 8 ounces, low-sodium diced tomatoes', '1 tablespoon distilled white vinegar']","['In a medium-sized bowl, soak beans in 3 cups of water overnight.', 'Drain the water and rinse beans.', 'In a large pot, brown onion, chicken, and ham in oil over medium to high heat for about 5 minutes.', 'Add water, beans, and salt to pot. Mix well.', 'Bring pot to a boil and cook for 5 minutes.', 'Lower heat and cook for about 1 hour. Stir pot every 15 minutes.', 'Add tomatoes and vinegar to pot. Keep cooking over low heat for about 20 minutes. Serve hot.']",Soups,327,40 mg,7 g,41 g,13 g,3 g,25 g,153,6,16 mcg RAE,5 mg,,
Ground Beef Stew,4 servings,"['1/2 pound ground beef, or ground turkey, or venison (lean)', '1/8 teaspoon salt (optional)', '1/8 teaspoon pepper (optional)', '1 can tomato soup, condensed (10 3/4 ounce)', '10 3/4 us fluid ounces water (one soup can full)', '6 carrots (medium, diced or sliced)', '2 potatoes (medium, diced or sliced)', '1 cup onion (diced)']","['Brown meat. Drain fat, if any. Season lightly with salt and pepper (optional).', 'Add soup and 1 can of water to fry pan. Add vegetables.', 'Bring to a boil, then simmer, covered, about 25 minutes or until tender. Remove from heat, cover for last 10 minutes to thicken.', 'Serve. Refrigerate leftovers.']",Soups,252,33 mg,3 g,41 g,7 g,13 g,16 g,68 mg,3 mg,779 mcg RAE,39 mg,0 mcg,45 mcg DFE
Hearty Beef Soup,6 Servings,"['1/4 pound beef round roast, thawed and chopped', '1 tablespoon vegetable oil', '3 cups water', '2 cups winter squash, chopped (or 2 cups cabbage, finely chopped)', '1/2 cup onions, chopped', '1 celery stalk, finely chopped', '1 teaspoon garlic, finely chopped', '1/2 teaspoon dried oregano', '1 tablespoon parsley, chopped (optional)', '1/4 cup macaroni, dry', '1 large tomato, chopped (or 1 can, about 15 ounces, low-sodium diced tomatoes)', '1/2 cup green pepper, finely chopped', '1/2 teaspoon salt', '1/2 teaspoon black pepper']","['In a large pot, brown beef in oil over medium to high heat for 8 to 10 minutes. Drain fat.', 'Add water, squash, onion, celery, garlic, and oregano. If using parsley, add that too. Mix well.', 'Bring pot to a boil. Lower heat and cook for 20 minutes.', 'Add macaroni, tomatoes, green pepper, salt, and pepper.', 'Keep cooking over low heat for 20 minutes. Serve hot.']",Soups,130,14 mg,4 g,10 g,2 g,3 g,8 g,29,1,41 mcg RAE,20 mg,0 mcg,26 mcg DFE
Hearty Mexican Soup,5 Servings,"['1 onion (small, chopped)', '4 cloves garlic (minced)', '1 can tomatoes, diced (14.5 ounce can)', '2 cans black beans (15 ounce can, low sodium, drained and rinsed)', '2 potatoes (large, peeled and diced)', '4 cups water', '1/2 cup cilantro (fresh, chopped)', '1/2 lime (squeezed)', '1/8 teaspoon cumin powder (a pinch)']","['Wash hands with soap and water.', 'In a large pot cook onion, garlic and tomatoes on medium-high heat for 3 minutes. Stir often.', 'Add beans, potatoes and water. Bring to a boil, then reduce to low-medium heat. Cover and continue to cook slowly for 20 minutes.', 'Add cilantro, cumin and lime. Stir and continue to simmer for 10 minutes.', 'Serve warm; sprinkle cilantro on top.']",Soups,247,0 mg,1 g,49 g,16 g,4 g,13 g,115 mg,5 mg,22 mcg RAE,36 mg,0 mcg,129 mcg DFE
Hearty Vegetable Beef Soup,4 servings,"['3/4 can chicken broth (low sodium, 14.5 oz)', '1/2 cup water', '2 cups mixed vegetables (frozen, for soup)', '1 can tomatoes (14.5 oz, broken up)', '4 ounces beef (cooked and diced)', '1 teaspoon thyme leaves (crushed)', '1 dash pepper', '1/4 teaspoon salt', '1 bay leaf', '1 1/4 cups noodles (narrow-width, uncooked)']","['Wash hands with soap and water', 'Heat broth and water. Add vegetables, meat, and seasonings. Bring to boil. Reduce heat and boil gently, uncovered, for 15 minutes.', 'Add noodles. Cook until noodles are tender, about 10 minutes', 'Remove bay leaf. Serve.']",Soups,173,28 mg,3 g,25 g,6 g,6 g,12 g,73 mg,3 mg,217 mcg RAE,16 mg,0 mcg,76 mcg DFE
Italian Bean Soup,18 servings,"['1 can great northern beans (15 ounce)', '1 can red kidney beans (15 ounce)', '2 cans pinto beans (15 ounce)', '46 us fluid ounces tomato juice (or V-8 juice)', '1 can Italian style or stewed tomatoes (15 ounce, low sodium)', '1 can vegetable broth, low-sodium (15 ounce)', '1 can green beans (15 ounce, drained)', '1 1/2 tablespoons Italian seasoning', '1 onion (medium, chopped)', '1/4 teaspoon black pepper', '2 garlic clove (fresh)']","['1. In a large pot, combine all ingredients.\n2. Cover and simmer for 30 minutes.\n3. Serve with Italian or French bread or whole-wheat rolls.\n ']",Soups,137,0 mg,1 g,27 g,7 g,5 g,8 g,68 mg,3 mg,,18 mg,,
Kibbeh Khamoustah,8 Servings,"['1 pound ground beef, 85% lean (coarsely ground, if available)', '1 tablespoon salad oil', '1 cup matzo meal', '1 1/2 cups semolina', '1 cup water', '1 teaspoon salt', '6 cloves garlic, chopped (use 6-7 cloves)', '10 scallions, chopped', '6 cups Swiss Chard (2 bunches)', 'lemon juice (optional)']","['Fry ground beef in a small amount of oil.', 'Prepare the dough by mixing matzo meal, semolina, water, and salt.', 'Wet hands and shape into walnut-sized pieces.', 'Roll out dough into a small circle and fill with 1 Tablespoon of meat.', 'Seal the dough. Continue until all the dough and meat is used.', 'In a large pot, heat a small amount of oil and fry garlic until golden.', 'Add the scallions and Swiss chard. Mix well.', 'Cook about 10 minutes.', 'Cover with water and continue to cook until boiling.', 'Add lemon juice, to taste (optional).', 'Add stuffed dough to soup and cook 15 more minutes.']",Soups,300,37 mg,8 g,38 g,3 g,1 g,17 g,48 mg,4 mg,92 mcg RAE,12 mg,0 mcg,104 mcg DFE
Lentil Barley Soup,6 Servings,"['2 cups dried lentils (rinsed)', '4 scallions', '5 carrots (chopped)', '2 teaspoons dried oregano', '1/2 cup pearl barley', '12 cups water', '1 can 14.5 ounce low-sodium whole peeled tomatoes (coarsely chopped)', '1 tablespoon red wine vinegar', '1/2 teaspoon salt']","['Place a large soup pot on the stove and add lentils, scallions, carrots, celery, oregano and barley and water. Bring to a boil.', 'Reduce the heat to low and simmer, uncovered, for one hour.', 'Add the tomatoes and continue cooking about 45 minutes. Just before serving, add vinegar.']",Soups,155,0 mg,1 g,30 g,9 g,4 g,9 g,56 mg,4 mg,219 mcg RAE,8 mg,0 mcg,180 mcg DFE
Lentil Chili,6 servings,"['1/2 pound ground beef (15% fat)', '1 1/2 cups onion (chopped)', '1 clove garlic (crushed)', '2 cups lentils (cooked, drained)', '2 cans tomatoes, diced or crushed (29 ounce or 2 cans 14 1/2 ounce)', '1 tablespoon chili powder', '1/2 cumin, ground (1/2 teaspoon, optional)']","['1. In a large saucepan, brown beef over medium-high heat, breaking it into bite sized pieces. Drain fat.', '2. Add onion and garlic and cook until softened.', '3. Add lentils, tomatoes, chili powder, and cumin. Cook for about 1 hour until flavors are blended.', '4. Serve hot, topped with your favorite chili toppings.']",Soups,181,24 mg,5 g,22 g,9 g,6 g,14 g,77 mg,4 mg,47 mcg RAE,21 mg,0 mcg,136 mcg DFE
Lentil Minestrone,6 Servings,"['1 tablespoon olive or vegetable oil', '1 yellow onion (peeled and chopped)', '2 cloves garlic (peeled and minced)', '3 carrots (scrubbed and diced into 1/4-inch pieces)', '1 celery stalk (diced into 1/4-inch pieces)', '1 sweet potato (scrubbed and diced into 1/4-inch pieces)', '1 zucchini (diced into 1/4-inch pieces or 1 cup of frozen zucchini)', '2 cups canned low-sodium, diced tomatoes (including liquid or fresh tomatoes)', '1/2 cup lentils (brown or red)', '8 cups water', '1 cube low-sodium chicken bouillon', '4 cups kale (washed and chopped into 1/4-1/2-inch pieces)']","['Put a soup pot on the stove over medium-high heat. When the pot is hot, add the oil. Add onion and garlic and cook about 7 minutes until golden.', 'Add carrots, celery, sweet potato, and zucchini and cook about 10 minutes until slightly tender.', 'Add tomatoes, lentils, water, and chicken bouillon cube and bring to a boil over high heat. Turn the heat down to low, cover and cook 40 minutes.', 'Add the kale and cook an additional 20 minutes. Serve right away or cover and refrigerate for up to 3 days. ']",Soups,167,0 mg,3 g,29 g,8 g,3 g,8 g,144 mg,4 mg,714 mcg RAE,76 mg,0 mcg,123 mcg DFE
Lentil Stew,10 servings,"['2 teaspoons olive oil (or canola oil)', '1 onion (large, chopped)', '1 teaspoon garlic powder', '1 1/2 10-ounce packages of frozen sliced carrots', '1 cup dry lentils (rinsed and drained)', '3 cans diced tomatoes (14.5 ounces each)', '3 cups water', '1 teaspoon chili powder']","['1. Heat the oil in a large pot over medium heat.', '2. Add chopped onion.', '3. Cook for 3 minutes, or until tender.', '4. Stir in garlic powder, carrots, lentils, tomatoes, water and chili powder.', '5. Simmer, uncovered, for about 20 minutes or until lentils are tender.']",Soups,161,0 mg,2 g,28 g,12 g,7 g,10 g,80 mg,4 mg,379 mcg RAE,19 mg,0 mcg,189 mcg DFE
Lentil Vegetable Soup,6 servings,"['1 cup lentils (dry)', '5 cups water', '2 tablespoons vegetable oil', '1 tablespoon onion (finely chopped)', '1 cup tomato sauce (canned)', '1/2 teaspoon garlic powder (or 1 garlic clove)', '1 teaspoon salt', '1/4 teaspoon black pepper', '1 bay leaf', '1 celery stalk (chopped)', '2 tablespoons vinegar']","['1. Sort lentils.', '2. Place lentils in deep pot with water. Bring to a boil and add all ingredients except vinegar.', '3. Reduce heat and cover.', '4. Cook slowly for 1 hour, adding more water if necessary.', '5. Add vinegar.', '6. Remove garlic and bay leaf before serving.']",Soups,168,1 mg,5 g,22 g,8 g,4 g,9 g,37 mg,3 mg,14 mcg RAE,2 mg,0 mcg,170 mcg DFE
Macaroni Chick-Pea Soup,4 servings,"['3 1/2 cups chicken broth, fat-free, low sodium', '1 cup water', '1 3/4 cups macaroni (dry)', '1/2 teaspoon celery flakes (or onion powder)', '1/2 teaspoon oregano', '1 cup stewed tomatoes, no-salt', '1 cup green beans', '1 can chickpeas (garbanzo beans)', '1/4 teaspoon garlic powder']","['Wash hands with soap and water.', 'In a large saucepan, bring broth and water to a boil. Reduce heat to low.', 'Add macaroni, celery flakes, and oregano. Simmer 4 minutes, stirring occasionally.', 'Add stewed tomatoes, green beans, chick-peas (drained), and garlic powder.', 'Simmer 5 minutes, or until macaroni and beans are tender.']",Soups,343,0 mg,5 g,60 g,9 g,7 g,18 g,83 mg,4 mg,14 mcg RAE,10 mg,0 mcg,204 mcg DFE
Mango Cucumber Soup,4 Servings,"['2 ripe mangoes (divided)', '1 English cucumber (divided)', '2 tablespoons chopped onion', '1 jalapeño pepper, finely diced (optional)', 'lime, juiced', '1/2 cup water', '2 containers plain, non-fat Greek yogurt', '1/4 cup fresh chopped cilantro']","['Cut all but one half of mango into chunks, removing peel and pit; chill remaining mango half for use with garnish.', 'Slice off 1/4 of the cucumber and chill for use with garnish. Coarsely chop remaining 3/4 of the cucumber.', 'Place chopped mango, cucumber, onion, and pepper (optional) in blender or food processor with lime juice and water. Purée until smooth.', 'Blend in yogurt. Chill until ready to serve.', 'About 15-30 minutes before serving, prepare garnish. Dice chilled mango half, removing peel and pit; dice remaining cucumber. Mix mango and cucumber dices with cilantro. To serve, top bowls of soup with garnish.']",Soups,170,0 mg,1 g,33 g,3 g,28 g,11 g,150 mg,0 mg,49 mcg RAE,72 mg,0 mcg,25 mcg DFE
Manhattan Clam Chowder,9 servings,"['3 celery (stalks, medium - washed & sliced)', '1 onion (large, chopped)', '1/2 cup tomato puree (low sodium)', '1 1/2 cups potatoes (sliced)', '1 1/2 cups carrot (washed and sliced)', '2 cans clams (6 1/2 ounces each, chopped, drained)', '1 1/2 teaspoons thyme (dried)', '1 bay leaf', '2 dashes black peppercorns', '1 1/2 cups water', '2 cups tomato juice (low sodium )', '1 tablespoon parsley flakes (dried)']","['1. Scrub potatoes well to remove any eyes or blemishes.', '2. In a slow cooker, combine all ingredients; stir.', '3. Cover and cook on low for 8-10 hours or until the vegetables are tender.', '4. Remove bay leaf and peppercorns before serving.']",Soups,98,16 mg,1 g,14 g,2 g,5 g,9 g,55 mg,2 mg,240 mcg RAE,18 mg,0 mcg,31 mcg DFE
Meatball Soup,4 servings,"['6 cups water', '1/3 cup brown rice', '3 bouillon cubes (low-sodium chicken or beef flavored, or 1 tablespoon low-sodium bouillon powder)', '1 tablespoon oregano', '8 ounces ground beef (90% lean, or turkey or chicken)', '1 tomato (finely chopped)', '1/2 onion (peeled and finely chopped)', '1 egg (large)', '1/2 teaspoon salt', '2 cups vegetable mix (chopped, fresh, carrots, celery, and spinach)']","['Wash hands with soap and water.', 'In a large pot, combine water, rice, bouillon cubes, and oregano. Bring to a boil over high heat.', 'Stir to dissolve bouillon. Reduce heat to low and simmer.', 'Meanwhile, in a large bowl, mix ground meat, tomato, onion, egg, and salt. Form into 12 meatballs.', 'Add meatballs to broth mixture and simmer 30 minutes.', 'Add vegetables. Cook 10 to 15 minutes or until meatballs are cooked and rice and vegetables are tender.', 'Serve hot.']",Soups,246,82 mg,7 g,28 g,6 g,5 g,17 g,75 mg,3 mg,228 mcg RAE,8 mg,0 mcg,38 mcg DFE
Microwave Potato Corn Chowder,4 servings,"['1/4 cup margarine (or butter)', '1/4 cup flour (all purpose)', '1/4 teaspoon salt', '1/8 teaspoon pepper', '2 cups milk, 1%', '2 potatoes (peeled and diced)', '1 can corn (16 ounce, drained)']","['1. Melt margarine in glass bowl on HIGH for 30 to 50 seconds.', '2. Stir in flour, salt and pepper until smooth.', '3. Blend milk into flour-margarine mixture.', '4. Cook on HIGH for 6 to 8 minutes, until thickened, stirring well each minute. Set aside', '5. In a separate microwave safe bowl, cook 2 potatoes in 1 cup water. When potatoes are done add potatoes and cooking water to\nwhite sauce.', '6. Stir in 1-16 ounce can of corn. Cook 2 to 3 minutes or until steaming hot.']",Soups,348,6 mg,14 g,50 g,5 g,10 g,10 g,172 mg,2 mg,189 mcg RAE,23 mg,2 mcg,82 mcg DFE
Minestrone Soup,6 servings,"['1 10-ounce packages frozen vegetables, any type', '2 cans stewed tomatoes, canned, low-sodium (14.5 ounce)', '2 cans broth, any flavor, canned, low-sodium (14 ounce cans)', '1 can beans, canned, any type (15.5 ounce)', '1 ounce pasta, dry, any type (1 cup)']","['This recipe is developed for a child to help an adult in the kitchen. Directions are written to different audiences:', '1. Adult and child: Wash hands well with soap and hot water.', '2. Child: In a large pot, combine frozen vegetables, tomatoes, broth and beans.', '3. Adult: Bring the soup to a boil and add the pasta. Then reduce to low heat. Let simmer for 6-8 minutes or until the pasta and vegetables are tender.']",Soups,172,0 mg,1 g,34 g,10 g,6 g,9 g,95 mg,4 mg,,14 mg,,9 mcg DFE
Mushroom Barley Soup,4 servings,"['1 tablespoon oil', '1 onion (chopped)', '2 celery stalk (sliced thin)', '2 carrot (peeled and sliced thin)', '1 cup potato (cut into pieces)', '2 cups mushroom (sliced)', '1/2 cup barley, quick cooking', '1 teaspoon garlic powder', '1/2 teaspoon thyme (ground)', '3 cups chicken broth (low sodium)', '2 cups water', '1 tablespoon parsley (chopped fresh)']","['Wash hands with soap and water.', 'Heat oil in large soup pot over high heat. Sauté onion, celery, carrots and mushrooms until golden, about 4 minutes.', 'Add the rest of the ingredients except for the parsley and bring to a boil.', 'Lower heat to a simmer and cook until the barley is tender, about 20 minutes.', 'Sprinkle parsley on top of soup and serve hot.']",Soups,216,0 mg,5 g,37 g,6 g,4 g,8 g,49 mg,2 mg,261 mcg RAE,14 mg,0 mcg,40 mcg DFE
Parsnip Soup,6 Servings,"['1 tablespoon vegetable oil', '2 cups onion (chopped)', '1/2 cup celery (chopped)', '3 cloves cloves garlic (chopped or ¾ teaspoon garlic powder)', '1/2 teaspoon salt', '1/2 teaspoon pepper', '3 cups parsnips (chopped, about 1 pound)', '1 cup potato (peeled and cubed)', '4 cups low-sodium vegetable broth', '1 cup water', '1 tablespoon margarine (unsalted, or butter)']","['Wash hands with soap and water.', 'Heat the oil in a large saucepan over medium heat. Add the onion and celery and cook until soft, about 5 minutes. ', 'Add the garlic, salt and pepper; cook for1 minute.', 'Stir in the parsnips, potato, broth and water. Bring to a boil, then reduce heat to simmer for 20 minutes or until the parsnips and potatoes are soft. ', 'Stir in the margarine or butter and let the soup sit uncovered for 5 minutes.', ""Puree the soup in batches in a blender, using the manufacturer's directions for pureeing hot liquids."", 'Heat the soup before serving, stirring in water if it seems too thick.']",Soups,138,0 mg,4 g,24 g,5 g,9 g,2 g,53 mg,1 mg,,40 mg,,
Peanutty Stew,8 servings,"['1 cup brown rice (instant)', '2 cups chicken broth (reduced sodium)', '1/3 tablespoon dehydrated onion (minced)', '1/2 teaspoon garlic powder', '1/2 teaspoon ginger (ground)', '1/8 cup red pepper (optional)', '1 sweet potato (2 cups, peeled and diced)', '1 can tomatoes (diced, 14.5 ounces, with liquid)', '1/2 teaspoon salt (optional)', '1/2 cup peanut butter (creamy, reduced-fat)', '1 1/4 cups milk (non-fat)', '3 cups baby spinach (coarsely chopped)', '1/4 cup peanuts (roasted, chopped)', 'green onion (optional, thinly sliced for garnish)']","['Combine first 9 ingredients in a soup pot. Bring to boil, then turn down to medium low, cover and simmer for 10 minutes.', 'Stir in peanut butter and milk. Return to gentle simmer and cook uncovered for 5 minutes.', 'Stir in spinach and cook until wilted, 2 to 3 minutes. Remove from heat.', 'Ladle stew into bowls and top with peanuts and green onion, if desired.']",Soups,260,1 mg,12 g,31 g,5 g,6 g,10 g,104 mg,2 mg,225 mcg RAE,19 mg,0 mcg,51 mcg DFE
Potato Soup,6 servings,"['1/2 cup onion (chopped)', '1/2 cup celery (chopped)', '6 potatoes (diced)', '2 tablespoons margarine', '1/2 teaspoon salt', '1/8 teaspoon pepper', '1 cup non-fat dry milk', '3 cups water', '2 tablespoons flour']","['Wash hands with soap and water.', 'Peel and chop the onion.', 'Chop the celery.', 'Peel the potatoes, and cut them into small cubes.', 'Melt the margarine in a large saucepan on low heat.', 'Add the onion and celery. Cook for a few minutes.', 'Add the potatoes, salt, pepper and 1 1/2 cups water.', 'Cook for 15 minutes until the potatoes are tender.', 'In a small bowl, stir together the dry milk and flour.', 'Add 1 1/2 cups water slowly, stirring as you add it.', 'Add the milk mix to the potatoes.', 'Cook until the soup is heated and slightly thickened.', 'Adjust the seasonings.']",Soups,255,2 mg,4 g,47 g,5 g,8 g,9 g,176 mg,2 mg,121 mcg RAE,44 mg,1 mcg,53 mcg DFE
Potato Soup,6 Servings,"['1 cup onion, chopped', '1 tablespoon garlic, finely chopped', '1 tablespoon vegetable oil', '1/4 pound chicken, thawed, cut up, and skin removed from each piece', '4 cups water', '6 small red potatoes, chopped (or 1 can, about 15 ounces, low-sodium sliced potatoes)', '1/4 cup white rice, uncooked (or brown rice)', '1/2 teaspoon chili powder (or paprika)', '1 cup peas (or 1/2 can, about 8 ounces, low-sodium green peas)', '1/2 teaspoon cayenne or jalapeño chilies, diced (optional)', '1/2 cup fresh parsley or cilantro, chopped (optional)']","['In a large pot, brown onion and garlic in oil over medium to high heat for 5 minutes.', 'Add chicken to pot and brown for about 5 minutes.', 'Add water, potatoes, rice, and chili powder to pot.', 'Bring pot to a boil, and cook for 15 minutes.', 'Lower heat and cook for about 15 to 20 minutes. Stir pot every 10 minutes.', 'Add peas and cook for about 8 minutes. If using cayenne or jalapeño chilies, add that too. Mix well.', 'Remove pot from heat. If using parsley or cilantro, add that now.', 'Mix well and cover for 5 minutes. Serve hot.']",Soups,225,13 mg,3 g,40 g,5 g,4 g,10 g,48 mg,2 mg,38 mcg RAE,33 mg,0 mcg,82 mcg DFE
Pumpkin and Bean Soup,6 servings,"['1 can white beans', '1 onion (small, finely chopped)', '1 cup water', '1 can pumpkin (15 ounce)', '1 1/2 cups apple juice', '1/2 teaspoon cinnamon', '1/8 teaspoon nutmeg, allspice, or ginger', '1/2 teaspoon black pepper', '1/4 teaspoon salt']","['1. Blend white beans, onion, and water with a potato masher or blender till smooth.', '2. In a large pot, add the pumpkin, juice, cinnamon, nutmeg, black pepper, and salt. Stir.', '3. Add the blended bean mix to the pot.', '4. Cook over low heat for 15-20 minutes, until warmed through.']",Soups,159,0 mg,1 g,32 g,7 g,9 g,8 g,96 mg,4 mg,549 mcg RAE,10 mg,0 mcg,69 mcg DFE
Pumpkin Chili,8 Servings,"['2 teaspoons olive oil', '1 small yellow onion (chopped)', '1 green bell pepper (cored, seeded and chopped )', '2 jalapeño peppers (seeded and finely chopped)', '2 cloves garlic ( finely chopped or 1/2 teaspoon garlic powder )', '1 pound ground turkey', '1 can diced tomatoes with juice', '1 can pumpkin puree', '1 cup water', '1 teaspoon cumin, ground', 'salt and pepper (to taste, optional)', '1 can kidney beans (Can choose other beans if desired.)']","['1. Heat oil in a large pot over medium high heat.', '2. Add onion, bell pepper, jalapenos and garlic and cook, stirring frequently until tender, about 5 minutes.', '3. Add turkey and cook until browned.', '4. Add tomatoes, pumpkin, water, chili powder, cumin, salt and pepper and bring to a boil.', '5. Reduce heat to medium low then add beans.', '6. Cover and simmer, stirring occasionally, for 30 minutes more.', '7. Ladle chili into bowls and serve.']",Soups,193,41 mg,8 g,17 g,6 g,5 g,14 g,76 mg,3 mg,444 mcg RAE,44 mg,0 mcg,33 mcg DFE
