name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Mixed Grain Bread,20 servings,"['1/4 cup cornmeal (yellow)', '1/4 cup brown sugar (packed)', '1 teaspoon salt', '2 tablespoons vegetable oil', '1/4 cup water (boiling)', '1 packet dry yeast (active)', '1/4 cup water (warm 105 - 115 degrees)', '1/3 cup whole wheat flour', '1/4 cup rye flour', '2 1/4 cups flour (all purpose)']","['1. Mix cornmeal, brown sugar, salt and oil with boiling water, cool to lukewarm (105 - 115 degrees).', '2. Dissolve yeast in 1/4 cup warm water; stir into cornmeal mixture. Add whole wheat and rye flours and mix well. Stir in enough all purpose flour to make dough stiff enough to knead.', '3. Turn dough onto lightly floured surface. Knead until smooth and elastic, about 5 to 10 minutes.', '4. Place dough in lightly oiled bowl, turning oil top. Cover with clean towel; let rise in warm place until double, about 1 hour.', '5. Punch dough down; turn onto clean surface. Cover with clean towel; let rest 10 minutes. Shape dough and place in greased 9 x 5 inch pan. Cover with clean towel; let rise until almost double, about 1 hour.', '6. Preheat oven to 375 degrees. Bake 35 to 45 minutes or until bread sounds hollow when tapped. Cover with aluminum foil during baking if bread is browning too quickly. Remove bread from pan and cool on wire rack.']",Breads,103,0 mg,2 g,20 g,1 g,3 g,2 g,7 mg,1 mg,0 mcg RAE,0 mg,0 mcg,60 mcg DFE
Muffins (from Better Baking Mix),12 muffins,"['2 Servings of Better Baking Mix (2 cups)', '1/2 cup sugar', '1 egg', '1/4 cup vegetable oil', '2/3 cup water']","['Wash hands with soap and water.', 'Preheat oven to 400°F.', 'Grease 12-cup muffin pan.', 'Mix the Better Baking Mix and sugar in a bowl.', 'Beat the egg with a fork.', 'Add egg, oil, and water to dry ingredients. Stir just until all ingredients are wet.', 'Spoon into the prepared muffin pan.']",Breads,141,16 mg,6 g,20 g,1 g,9 g,3 g,48 mg,1 mg,19 mcg RAE,0 mg,0 mcg,32 mcg DFE
Naan,40 Servings,"['1 packet of yeast, active dry (1/4 ounce)', '1 cup warm water', '1/4 cup sugar', '3 tablespoons milk, 1%', '1 egg, beaten', '2 teaspoons salt', '4 1/2 cups bread flour', 'garlic (2 teaspoons, minced, optional)', '4 tablespoons butter, melted (1/4 cup)']","['Wash hands with soap and water.', 'In a large bowl, dissolve yeast in warm water and let stand about 10 minutes or until frothy.', 'Stir in sugar, milk, egg, salt and enough flour to make a soft dough.', 'Knead for six to eight minutes on a lightly floured surface or until smooth. 5. Let it rise one hour until the dough has doubled in volume.', 'Punch down dough and knead in garlic.', 'Pinch off small handfuls of dough about the size of a golf ball.', 'Roll into balls and place on a tray. Cover with a towel and allow to rise until doubled in size, about 30 minutes.', 'During the second rising, preheat grill to high heat.', 'At grill side, roll one ball of dough out into a thin circle. Lightly oil grill. Place dough on grill and cook for two to three minutes or until puffy and lightly browned', 'Brush uncooked side with butter and turn over.', 'Brush cooked side with butter and cook until browned, another two to four minutes.', 'Remove from grill and continue the process until all the naan has been prepared.']",Breads,73,7 mg,2 g,13 g,0 g,1 g,2 g,5 mg,1 mg,12 mcg RAE,0 mg,0 mcg,49 mcg DFE
New England Johnny Cake,24 servings,"['2 egg (beaten)', '3/4 cup sugar', '2 cups flour', '1 cup yellow cornmeal', '1 tablespoon baking powder', '3/4 teaspoon salt', 'cup vegetable oil', '1 1/2 cups skim or reconstituted non-fat dry milk', '1 teaspoon vegetable oil (or spray)']","['1. Preheat oven to 375 degrees.', '2. Mix sugar with beaten eggs in small mixing bowl.', '3. In the other bowl, mix flour, cornmeal, baking powder and salt together.', '4. Add oil, egg mixture and milk to the flour mixture. Mix. Pour into a lightly oiled baking dish.', '5. Bake at 375 degrees for 30 minutes.']",Breads,114,16 mg,3 g,19 g,1 g,7 g,3 g,57 mg,1 mg,17 mcg RAE,0 mg,0 mcg,34 mcg DFE
Oat Bran Muffins,12 servings,"['2 1/4 cups oat bran', '1/4 cup brown sugar (firmly packed)', '1 1/2 teaspoons cinnamon', '1 tablespoon baking powder', '1 banana (mashed)', '3/4 cup applesauce (unsweetened)', '2 tablespoons raisins, dates, or other dried fruit', '1 large egg', '1/2 cup orange juice', '3/4 cup non-fat milk', '2 tablespoons canola oil']","['1. Preheat oven to 425 degrees.', '2. Mix the first four dry ingredients. Set aside. Mix the egg with orange juice, milk and oil. Mix fruit and blend with dry ingredients.', '3. Add the liquid ingredients to the dry until it is moist.', '4. Spray muffin tin with a non-stick coating. Pour batter into muffin tins.', '5. Bake for 15-17 minutes. Remove muffins from pan after 10 minutes. Cool on a rack. Freeze muffins for later use.']",Breads,128,16 mg,4 g,21 g,3 g,10 g,4 g,112 mg,2 mg,19 mcg RAE,6 mg,0 mcg,15 mcg DFE
Oat Snack Cakes,60 servings,"['6 cups oatmeal (raw)', '2 cups whole wheat flour', '1 cup flour (all purpose)', '1 cup sugar', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 teaspoon cinnamon', '3/4 cup margarine (softened)', '1/2 cup vegetable oil', '2 teaspoons vanilla flavoring', '2 egg whites (beaten)', '1 tablespoon water', '1 cup raisins']","['1. Preheat oven to 375 degrees. Mix together oatmeal, flour, sugar, baking soda, salt and cinnamon in a large bowl.', '2. Cut in margarine until mixture resembles coarse meal.', '3. Combine oil, vanilla, egg whites, and water. Stir into dry ingredients and rasins, mixing only until it holds together.', '4. Wash hands thoroughly, then dip in cornmeal or flour. Pinch off pieces of dough and form into balls about 1 inch in diameter.', '5. Place balls on baking pan (sprayed with non-stick cooking spray) and press out slightly to about 1/4 inch in thickness.', '6. Bake 15-20 minutes or until lightly browned. Cool, then store in an airtight container.']",Breads,109,0 mg,5 g,15 g,1 g,5 g,2 g,7 mg,1 mg,23 mcg RAE,0 mg,0 mcg,11 mcg DFE
Oatmeal Bread,20 servings,"['1 cup rolled oats', '1 teaspoon salt', '1 1/2 cups boiling water', '1 packet dry yeast (active)', '1/4 cup warm water (105 - 115 degrees)', '1/4 cup molasses', '1 1/2 tablespoons vegetable oil', '2 cups whole wheat flour', '2 cups flour (all purpose)']","['1. Combine rolled oats and salt in a large mixing bowl. Stir in boiling water; cool to lukewarm (105 - 115 degrees).', '2. Dissolve yeast in 1/4 cup warm water in small bowl.', '3. Add yeast water, molasses, and oil to cooled oatmeal mixture. Stir in whole wheat flour and 1 cup all purpose flour. Add additional all purpose flour to make a dough stiff enough to knead.', '4. Knead dough on lightly floured surface until smooth and elastic, about 5 minutes.', '5. Place dough in lightly oiled bowl, turning to oil top. Cover with clean towel; let rise in warm place until double, about 1 hour.', '5. Punch dough down; turn onto clean surface. Shape dough and place in greased 9 x 5 inch pan. Cover with clean towel; let rise in a warm place until almost double, about 1 hour.', '6. Preheat oven to 375 degrees. Bake 50 minutes or until bread sounds hollow when tapped. Cover with aluminum foil during baking if bread is browning too quickly. Remove bread from pan and cool on wire rack.']",Breads,124,0 mg,2 g,24 g,2 g,3 g,4 g,17 mg,1 mg,0 mcg RAE,0 mg,0 mcg,51 mcg DFE
Oatmeal Raisin Muffins,12 servings,"['1 egg', '1 cup milk, fat-free', '1/3 cup oil', '1 1/4 cups flour', '1 cup oatmeal', '1/3 cup sugar', '1 teaspoon baking powder', '1 teaspoon salt', '1/2 cup raisins', 'teaspoon margarine or butter (to grease the muffin cups)']","['1. Preheat the oven to 400 degrees.', '2. Put the egg, milk, and oil in a small mixing bowl. Slowly stir them together.', '3. In a large mixing bowl, mix the flour, oatmeal, sugar, baking powder, salt and raisins. Stir until they are mixed.', '4. Pour the egg-milk-oil mix into the large bowl with the dry ingredients.', '5. Stir until the dry ingredients are barely moistened. Do not over-mix (the batter should be lumpy).', '6. Grease each cup in the muffin pans with some margarine or butter.', '7. Spoon the batter into the cups in each muffin pan, until each cup is half-full with batter.', '8. Bake for 20 to 25 minutes, or until the muffins are golden brown.']",Breads,182,16 mg,7 g,26 g,1 g,10 g,4 g,58 mg,1 mg,22 mcg RAE,0 mg,0 mcg,43 mcg DFE
Parmesan Chive Biscuits,12 servings,"['2 cups biscuit mix', '2/3 cup milk (2% or fat-free)', '1/4 butter stick (1/4 cup, melted)', '3/4 cup Parmesan cheese (freshly grated)', '1/2 tablespoon chives (finely chopped, fresh)']","['1. Combine all ingredients in a large bowl.', '2. Stir together to mix well. Do not over mix.', '3. Turn out onto a floured board. Roll to a 1-inch thick square.', '4. Cut into 12 squares. Bake on a cookie sheet, spaced slightly apart, in a 400° F oven for 12 to 15 minutes.']",Breads,146,15 mg,8 g,14 g,0 g,3 g,4 g,114 mg,1 mg,55 mcg RAE,1 mg,0 mcg,41 mcg DFE
Peanut Butter Bread,10 servings,"['2 eggs', '1 1/2 cups 1 % milk', '1/3 cup sugar (granulated)', '1 cup peanut butter', '1 3/4 cups flour (all purpose)', '1 tablespoon baking powder', '1/2 teaspoon salt']","['Preheat oven to 350 degrees. Lightly grease or spray with non-stick spray, a loaf pan.', 'In large bowl, beat eggs. Add milk, sugar and peanut butter. Mix well.', 'In a separate bowl combine flour, baking powder, and salt. Mix thoroughly.', 'Add dry ingredients to wet ingredients. Mix only enough to moisten all ingredients.', 'Pour into prepared pan. (Pan will be half full). Bake for 1 hour.']",Breads,291,39 mg,15 g,30 g,2 g,11 g,11 g,147 mg,2 mg,37 mcg RAE,0 mg,1 mcg,89 mcg DFE
Peanut Butter Muffins,12 servings,"['3/4 cup peanut butter (chunky)', 'tablespoon honey', '2 egg', '1 cup milk, skim', '1 1/2 cups flour', '1/2 cup cornmeal', '3 tablespoons sugar', '2 teaspoons baking powder', '1/2 teaspoon salt']","['1. Preheat the oven to 375 degrees.', '2. Line 12 muffin cups with paper baking cups (or grease the bottom of each cup with butter or margarine).', '3. Put the peanut butter and honey in a mixing bowl. Beat until well blended.', '4. Add the eggs 1 at a time, beating well after each egg.', '5. Add the milk, and mix well.', '6. Add the flour, cornmeal, sugar, baking powder, and salt. Stir just until they are moistened. Don’t stir them too much.', '7. Fill each muffin cup 2/3 full.', '8. Bake for 20 to 25 minutes until golden brown.', '9. Put on a wire rack.', '10. Cool for at least 10 minutes before serving.']",Breads,213,31 mg,9 g,26 g,2 g,9 g,8 g,85 mg,4 mg,215 mcg RAE,0 mg,0 mcg,127 mcg DFE
Perfect Pumpkin Pancakes,12 servings,"['2 cups flour', '6 teaspoons brown sugar', '1 tablespoon baking powder', '1 1/4 teaspoons pumpkin pie spice', '1 teaspoon salt', '1 egg', '1/2 cup pumpkin (canned)', '1 3/4 cups milk, low-fat', '2 tablespoons vegetable oil']","['1. Combine flour, brown sugar, baking powder, pumpkin pie spice and salt in a large mixing bowl.', '2. In a medium bowl, combine egg, canned pumpkin, milk and vegetable oil, mixing well.', '3. Add wet ingredients to flour mixture, stirring just until moist. Batter may be lumpy. (For thinner batter, add more milk).', '4. Lightly coat a griddle or skillet with cooking spray and heat on medium.', '5. Using a 1/4 cup measure, pour batter onto hot griddle. Cook until bubbles begin to burst, then flip pancakes and cook until golden brown, 1 1/2 to 2 1/2 minutes. Repeat with remaining batter. Makes about 1 dozen 3 1/2 inch pancakes.']",Breads,130,17 mg,3 g,21 g,1 g,5 g,4 g,123 mg,1 mg,106 mcg RAE,0 mg,1 mcg,66 mcg DFE
Pumpkin Bread,32 servings,"['1 can pumpkin (15 ounce)', '1 cup sugar', '1/4 cup vegetable oil', '1 cup yogurt, low-fat plain', '1 1/2 cups flour (all purpose)', '1 1/2 cups whole wheat flour', '2 teaspoons baking powder', '2 teaspoons baking soda', '2 teaspoons cinnamon', '1/2 teaspoon salt', '1 cup raisins']","['Preheat oven to 350 degrees.', '1. In a large mixing bowl, beat together pumpkin, sugar, oil, and yogurt.', '2. In a medium bowl, combine the flours, baking powder, soda, cinnamon, and salt; add to pumpkin mixture, stirring until just moistened.', '3. Stir in raisins.', '4. Pour into 2 greased 9x5x3 inch loaf pans and bake for about 1 hour.', '5. Cool on a wire rack for 10 minutes; remove from pan and cool completely.']",Breads,103,0 mg,2 g,20 g,1 g,10 g,2 g,41 mg,1 mg,104 mcg RAE,1 mg,0 mcg,22 mcg DFE
Pumpkin Chocolate Muffins,24 Muffins,"['2 cups all-purpose flour', '3/4 cup sugar', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 cup cocoa powder', '1 can pumpkin', '1 cup water', '1/2 cup chocolate chips']","['Whisk all the dry ingredients together. Add pumpkin and water.', 'Fold the wet ingredients into the dry ingredients until just combined. Fold in chocolate chips.', 'Place batter into 24 prepared muffin tins and bake at 350°F for 10-12 minutes.']",Breads,90,0 mg,1 g,19 g,2 g,9 g,2 g,21 mg,1 mg,137 mcg RAE,1 mg,0 mcg,33 mcg DFE
Soft Pretzels,12 servings,"['1 tablespoon yeast', 'cup warm water (100-110 degrees F)', '2 cups all-purpose flour', '1 1/2 cups whole wheat flour', '1 egg', '1 tablespoon sugar', '2 sesame seeds (2 Tablespoons, optional)']","['1. Preheat oven to 425°F. Lightly grease 2 baking sheets.', '2. In large bowl, sprinkle yeast over warm water (if water is too hot, it will kill the yeast). Stir until well blended.', '3. Combine white and wheat flour in a separate bowl.', '4. Stir in sugar, ½ teaspoon salt and 2½ to 3 cups flour to make a soft, sticky dough. Turn dough onto well-floured surface.', '5. To knead, fold dough in half and push dough flat with heels of hands. Turn dough 1/4 turn. Repeat for 5 to 7 minutes. If needed, add more flour until dough is smooth and elastic. Dough should not stick to hands or counter.', '6. Cut dough into 12 even pieces (about golf-ball size).', 'To Form Pretzels:\n1. Roll one piece of dough into 15 inch long rope.', '2. Cross left side over middle, creating loop.', '3. Fold right side of rope up and over first loop to form pretzel shape.', 'To Bake:\n1. Place pretzels 3 inch apart on baking sheet. Enlarge holes in pretzels by inserting finger into holes. This will prevent them from closing during baking.', '2. In small bowl, mix egg and 1 Tablespoon water together. Brush on pretzels. Sprinkle with sesame seeds.', '3. Bake for 15 to 20 minutes or until golden brown. Best if eaten warm.']",Breads,140,16 mg,1 g,28 g,2 g,1 g,5 g,12 mg,2 mg,7 mcg RAE,0 mg,0 mcg,93 mcg DFE
Soul-Healthy Cornbread,12 servings,"['1 cup cornmeal', '1 cup flour (all purpose)', '1/2 cup sugar', '2 teaspoons baking powder', '1/2 teaspoon salt', '1 cup low-fat buttermilk', '1/2 cup applesauce, unsweetened', '4 egg whites (1/2 cup)', '2 tablespoons vegetable oil']","['1. Preheat oven to 400 degrees. Lightly spray and 8 inch square pan with vegetable oil cooking spray.', '2. Mix dry ingredients in an medium-sized mixing bowl.', '3. Add the rest of the ingredients and mix well by hand.', '4. Pour the batter into the sprayed pan and shake to make it level.', '5. Bake until a toothpick inserted in the center comes out clean, about 25 minutes.', '6. Allow to cool, then cut into 12 squares.']",Breads,145,1 mg,3 g,27 g,1 g,10 g,4 g,72 mg,1 mg,4 mcg RAE,0 mg,0 mcg,35 mcg DFE
Three-Grain Peanut Bread,20 servings,"['1 cup flour', '1/2 cup oatmeal (quick cooking)', '1/2 cup cornmeal', '1/2 cup non-fat dry milk powder', '1/2 cup sugar', '1 tablespoon baking powder', '3/4 teaspoon salt', '2/3 cup peanut butter', '1 egg', '1 1/2 cups milk, non-fat']","['1. Preheat oven to 325 degrees.', '2. Combine dry ingredients in a large bowl.', '3. Using two knives, cut peanut butter into dry ingredients until it appears coarse and crumbly.', '4. In a small bowl, beat together egg white and milk. Add to dry ingredients and mix well.', '5. Spread mixture into a greased loaf pan. Bake at 325 degrees for 1 hour and 10 minutes.', '6. Cool for 10 minutes and remove from pan.']",Breads,129,10 mg,5 g,17 g,1 g,8 g,5 g,91 mg,1 mg,28 mcg RAE,0 mg,0 mcg,29 mcg DFE
Whole Wheat Garlic Bread Sticks,6 servings,"['6 slices bread (100% whole wheat)', '2 tablespoons olive oil', '1/2 teaspoon garlic powder', '1 teaspoon Italian seasoning (or as needed, to sprinkle on)']","['Spread each slice of bread with one teaspoon oil.', 'Sprinkle with garlic powder and Italian seasoning.', 'Stack bread and cut each slice into 3 equal parts.', 'Bake at 300 degrees for about 25 minutes or until crisp and lightly browned.']",Breads,112,0 mg,5 g,12 g,2 g,1 g,4 g,49 mg,1 mg,0 mcg RAE,0 mg,0 mcg,12 mcg DFE
Whole Wheat Muffins,12 servings,"['1 cup flour (all purpose)', '1 cup whole wheat flour', '1/2 teaspoon salt', '2 teaspoons baking powder', '1/4 cup brown sugar (firmly packed, or white sugar)', '1 cup milk, low-fat (1%)', '2 egg', '1 vanilla (1 teaspoon, optional)', '1/4 cup margarine or butter (melted, or 1/4 cup vegetable oil)', '1 tablespoon sugar', '1/2 teaspoon cinnamon (ground)']","['1. Preheat oven to 400 degrees. Lightly oil or coat with non-stick spray the cups of a 12 cup muffin pan, or use paper muffin cups.', '2. Mix together sugar and cinnamon for topping and set aside. ', '3. In a large bowl, stir together flour, salt, baking powder and sugar. In a glass or plastic liquid measuring cup, measure milk, then add eggs, vanilla (if using), and melted shortening or oil. Mix with a fork until egg is well combined with other ingredients.', '4. Pour milk mixture over flour mixture and stir with a spoon, about 20 strokes, until flour is just moistened. Batter will be lumpy and thick.', '5. Fill prepared muffin cups about 2/3 full with batter. Sprinkle about 1/4 teaspoon of cinnamon/sugar topping over each muffin.', '6. Bake in oven for 20 to 25 minutes until golden brown. Serve warm. Leftovers may be frozen.']",Breads,148,32 mg,5 g,22 g,1 g,7 g,4 g,85 mg,1 mg,64 mcg RAE,0 mg,0 mcg,40 mcg DFE
Wild Rice Muffins,12 servings,"['Cooking spray', '1 1/2 cups bakery mix', '1/4 cup sugar', '2 teaspoons cinnamon', '2 bananas, mashed', '3/4 cup milk', '1/4 cup applesauce', '1 cup wild rice, cooked', 'walnuts, chopped (optional)']","['Wash hands with soap water.', '1. Preheat the oven to 400 °F. Spray a 12-cup muffin pan with cooking spray.\n2. In a medium bowl, mix bakery mix, sugar, and cinnamon.\n3. In a separate bowl, mix bananas, milk, and applesauce.\n4. Add banana mixture to dry mixture and stir.\n5. Fold in wild rice and nuts.\n6. Spoon ¼ cup of the batter into each muffin cup. Bake for 20–25 minutes.']",Breads,121,1 mg,3 g,23 g,1 g,10 g,2 g,52 mg,1 mg,10 mcg RAE,2 mg,0 mcg,37 mcg DFE
Yummy Bagels,16 Bagels,"['2 tablespoons sugar', '1 tablespoon yeast', '1 1/2 cups warm water', '2 cups flour, whole wheat', '1 1/4 cups flour, all purpose', '1 teaspoon canola oil', 'cinnamon (optional)', 'sugar (optional)', 'salt (optional)']","['Wash hands with soap and water.', 'Mix sugar, yeast, water, and flours together.', 'Rub inside of bowl with oil. Place dough in bowl and flip to coat with oil. Let rise 30 minutes.', 'Punch down dough and divide into 16 portions. Shape into a ball and poke a hole through the middle with your fingers.', 'Place on a well-greased baking sheet and cover with a towel to rise again for 15-20 minutes. Put 2 inches of water in a pot and heat to boiling.', 'Using a slotted spoon, gently place each bagel into a rapidly boiling water for 1 minute on each side. Remove and dry on a towel. Place back on baking sheet. If desired, sprinkle bagels with cinnamon/sugar or salt.', 'Bake at 475°F for 8-12 minutes.']",Breads,98,0 mg,1 g,20 g,2 g,2 g,3 g,7 mg,1 mg,0 mcg RAE,0 mg,0 mcg,53 mcg DFE
Zucchini Bread,16 servings,"['3 egg', '1 cup sugar', '1/4 cup vegetable oil', '2 cups zucchini (grated)', '1/2 teaspoon vanilla', '1 1/2 cups flour (all purpose)', '1 1/2 cups whole wheat flour', '1 teaspoon salt', '2 teaspoons baking soda', '2 teaspoons cinnamon', '1/2 teaspoon baking powder', '1/2 cup raisins']","['Wash hands with soap and water.', 'Preheat oven to 325 degrees and lightly grease and flour a 9 x 5 loaf pan.', 'In a large mixing bowl, beat eggs lightly. Add sugar, oil, zucchini, and vanilla and beat.', 'In a separate bowl, measure dry ingredients and stir to combine. Add raisins.', 'Add dry ingredients to the egg mixture. Stir just until all ingredients are moistened.', 'Spoon into loaf pan.', 'Bake at 325 degrees for 50 minutes. Test for doneness by inserting a toothpick in the center. It should come out dry.', 'Allow loaf to cool 5 to 10 minutes before turning out onto a cooling rack.', 'Serve warm or allow to cool before slicing.']",Breads,190,35 mg,5 g,34 g,2 g,16 g,4 g,27 mg,1 mg,16 mcg RAE,3 mg,0 mcg,47 mcg DFE
