datetime,sensor_id,sensor_status,activity
2023-08-19_09:15:40.073293,M015,OFF,
2023-08-19_09:15:41.031857,M013,OFF,
2023-08-19_09:15:42.004805,M001,OFF,
2023-08-19_09:15:42.057288,M008,OFF,
2023-08-19_09:15:42.008579,M007,OFF,
2023-08-19_09:15:45.007706,M023,OFF,
2023-08-19_09:15:47.029136,M023,ON,
2023-08-19_09:15:49.037089,M001,ON,
2023-08-19_09:15:52.048491,M007,ON,
2023-08-19_09:15:52.077047,M008,ON,
2023-08-19_09:15:53.070904,M009,ON,
2023-08-19_09:15:55.012944,M007,OFF,
2023-08-19_09:15:55.045675,M014,ON,
2023-08-19_09:15:55.006225,M001,OFF,
2023-08-19_09:15:55.097884,M008,OFF,
2023-08-19_09:15:56.081466,M023,OFF,
2023-08-19_09:15:57.027702,M009,OFF,
2023-08-19_09:15:57.082191,M014,OFF,
2023-08-19_09:16:00.009494,M009,ON,
2023-08-19_09:16:03.019371,M008,ON,
2023-08-19_09:16:03.049822,M009,OFF,
2023-08-19_09:16:04.035427,M007,ON,
2023-08-19_09:16:06.080393,M001,ON,
2023-08-19_09:16:08.029136,M008,OFF,
2023-08-19_09:16:09.022804,M022,ON,
2023-08-19_09:16:09.071598,M007,OFF,
2023-08-19_09:16:10.008148,M001,OFF,
2023-08-19_09:16:10.051168,M021,ON,
2023-08-19_09:16:11.008014,M013,ON,
2023-08-19_09:16:12.019051,M019,ON,
2023-08-19_09:16:13.075619,M022,OFF,
2023-08-19_09:16:14.004412,M018,ON,
2023-08-19_09:16:14.057398,M021,OFF,
2023-08-19_09:16:14.074836,M013,OFF,
2023-08-19_09:16:16.007982,M013,ON,
2023-08-19_09:16:17.013646,M013,OFF,
2023-08-19_09:16:17.041068,M019,OFF,
2023-08-19_09:16:19.003604,M018,OFF,
2023-08-19_09:16:25.098465,M018,ON,
2023-08-19_09:16:26.084994,M017,ON,
2023-08-19_09:16:27.015157,M013,ON,
2023-08-19_09:16:27.070132,M018,OFF,
2023-08-19_09:16:29.002198,M018,ON,
2023-08-19_09:16:30.045649,M013,OFF,
2023-08-19_09:16:30.076144,M019,ON,
2023-08-19_09:16:30.099365,M017,OFF,
2023-08-19_09:16:33.059651,M018,OFF,
2023-08-19_09:16:34.076934,M021,ON,
2023-08-19_09:16:36.029269,M024,ON,
2023-08-19_09:16:37.067131,M025,ON,
2023-08-19_09:16:37.094072,M019,OFF,
2023-08-19_09:16:38.078188,M021,OFF,
2023-08-19_09:16:39.004851,M026,ON,
2023-08-19_09:16:39.091891,M024,OFF,
2023-08-19_09:16:41.044654,M025,OFF,
2023-08-19_09:16:42.092097,M013,ON,
2023-08-19_09:16:43.094472,M013,OFF,
2023-08-19_09:16:44.023283,M025,ON,
2023-08-19_09:16:45.083996,M024,ON,
2023-08-19_09:16:46.074705,M021,ON,
2023-08-19_09:16:47.006655,M026,OFF,
2023-08-19_09:16:48.020017,M019,ON,
2023-08-19_09:16:48.036689,M025,OFF,
2023-08-19_09:16:48.093852,M018,ON,
2023-08-19_09:16:49.037758,M017,ON,
2023-08-19_09:16:49.065805,M021,OFF,
2023-08-19_09:16:49.094231,M024,OFF,
2023-08-19_09:16:51.007159,M019,OFF,
2023-08-19_09:16:51.000551,M016,ON,
2023-08-19_09:16:51.095836,M015,ON,
2023-08-19_09:16:52.002382,M018,OFF,
2023-08-19_09:16:53.019393,M017,OFF,
2023-08-19_09:16:54.010948,P001,1006.5,
2023-08-19_09:16:54.017505,P001,1523,
2023-08-19_09:16:54.008158,M016,OFF,
2023-08-19_09:16:55.055535,M014,ON,
2023-08-19_09:16:55.081909,M015,OFF,
2023-08-19_09:16:56.078627,M015,ON,
2023-08-19_09:16:58.092493,M008,ON,
2023-08-19_09:16:59.021886,M014,OFF,
2023-08-19_09:17:00.088146,M015,OFF,
2023-08-19_09:17:01.014064,M001,ON,
2023-08-19_09:17:01.004148,M023,ON,
2023-08-19_09:17:02.066274,M022,ON,
2023-08-19_09:17:02.092659,M023,OFF,
2023-08-19_09:17:03.048081,M008,OFF,
2023-08-19_09:17:03.077047,M021,ON,
2023-08-19_09:17:04.007306,M001,OFF,
2023-08-19_09:17:05.021236,M024,ON,
2023-08-19_09:17:05.066779,M022,OFF,
2023-08-19_09:17:06.095261,M021,OFF,
2023-08-19_09:17:08.077625,M024,OFF,
2023-08-19_09:17:11.064541,M013,ON,
2023-08-19_09:17:13.049027,M013,OFF,
2023-08-19_09:17:15.062457,M025,ON,
2023-08-19_09:17:15.009089,M024,ON,
2023-08-19_09:17:17.012349,M021,ON,
2023-08-19_09:17:17.032459,M025,OFF,
2023-08-19_09:17:17.058816,M019,ON,
2023-08-19_09:17:18.036104,M021,OFF,
2023-08-19_09:17:18.059373,M013,ON,
2023-08-19_09:17:19.012781,M024,OFF,
2023-08-19_09:17:20.063667,M021,ON,
2023-08-19_09:17:21.013056,M024,ON,
2023-08-19_09:17:22.008933,M025,ON,
2023-08-19_09:17:22.044659,M021,OFF,
2023-08-19_09:17:23.026707,M014,ON,
2023-08-19_09:17:23.042772,M019,OFF,
2023-08-19_09:17:23.057696,M026,ON,
2023-08-19_09:17:24.088628,M024,OFF,
2023-08-19_09:17:25.003326,M013,OFF,
2023-08-19_09:17:25.059331,M025,OFF,
2023-08-19_09:17:25.087229,M008,ON,
2023-08-19_09:17:26.015307,M009,ON,
2023-08-19_09:17:27.013148,M001,ON,
2023-08-19_09:17:27.032355,M007,ON,
2023-08-19_09:17:28.014948,M023,ON,
2023-08-19_09:17:28.061694,M014,OFF,
2023-08-19_09:17:28.009086,M007,OFF,
2023-08-19_09:17:29.006941,M022,ON,
2023-08-19_09:17:29.036193,M007,ON,
2023-08-19_09:17:29.052114,M026,OFF,
2023-08-19_09:17:29.079217,M021,ON,
2023-08-19_09:17:30.006112,M009,OFF,
2023-08-19_09:17:30.034476,M007,OFF,
2023-08-19_09:17:30.062901,M027,ON,
2023-08-19_09:17:31.002879,M024,ON,
2023-08-19_09:17:31.098103,M008,OFF,
2023-08-19_09:17:32.019245,M001,OFF,
2023-08-19_09:17:33.001992,M022,OFF,
2023-08-19_09:17:33.033514,M025,ON,
2023-08-19_09:17:33.060674,M028,ON,
2023-08-19_09:17:33.076711,M021,OFF,
2023-08-19_09:17:34.000182,M029,ON,
2023-08-19_09:17:34.054959,M026,ON,
2023-08-19_09:17:34.080393,M024,OFF,
2023-08-19_09:17:35.010064,M001,ON,
2023-08-19_09:17:35.095968,M037,ON,
2023-08-19_09:17:36.002724,M001,OFF,
2023-08-19_09:17:36.044976,M027,OFF,
2023-08-19_09:17:36.060636,M025,OFF,
2023-08-19_09:17:36.089649,M028,OFF,
2023-08-19_09:17:37.008281,M001,ON,
2023-08-19_09:17:37.045991,M029,OFF,
2023-08-19_09:17:37.074747,M037,OFF,
2023-08-19_09:17:37.093624,M007,ON,
2023-08-19_09:17:38.021253,M008,ON,
2023-08-19_09:17:38.003958,M037,ON,
2023-08-19_09:17:38.082702,M009,ON,
2023-08-19_09:17:39.039491,M007,OFF,
2023-08-19_09:17:39.067842,M001,OFF,
2023-08-19_09:17:40.001281,M026,OFF,
2023-08-19_09:17:40.088085,M014,ON,
2023-08-19_09:17:41.010419,M008,OFF,
2023-08-19_09:17:41.047673,M027,ON,
2023-08-19_09:17:41.078166,M023,OFF,
2023-08-19_09:17:41.094461,M009,OFF,
2023-08-19_09:17:42.021161,M009,ON,
2023-08-19_09:17:42.067612,M008,ON,
2023-08-19_09:17:43.015882,M029,ON,
2023-08-19_09:17:44.037485,M014,OFF,
2023-08-19_09:17:44.082675,M037,OFF,
2023-08-19_09:17:45.001582,M028,ON,
2023-08-19_09:17:45.032981,M043,ON,
2023-08-19_09:17:45.005195,M042,ON,
2023-08-19_09:17:45.079576,M009,OFF,
2023-08-19_09:17:46.004449,M008,OFF,
2023-08-19_09:17:46.071934,M009,ON,
2023-08-19_09:17:47.053879,M037,ON,
2023-08-19_09:17:47.082189,M028,OFF,
2023-08-19_09:17:48.013846,M043,OFF,
2023-08-19_09:17:48.031735,M027,OFF,
2023-08-19_09:17:49.007527,M042,OFF,
2023-08-19_09:17:49.021413,M009,OFF,
2023-08-19_09:17:49.076836,M029,OFF,
2023-08-19_09:17:50.018019,P001,1706,
2023-08-19_09:17:50.022904,D005,CLOSE,
2023-08-19_09:17:53.044358,M009,ON,
2023-08-19_09:17:54.013048,M038,ON,
2023-08-19_09:17:54.044019,M008,ON,
2023-08-19_09:17:54.095413,M009,OFF,
2023-08-19_09:17:55.008844,M039,ON,
2023-08-19_09:17:55.030885,M009,ON,
2023-08-19_09:17:56.024849,M007,ON,
2023-08-19_09:17:56.005737,M001,ON,
2023-08-19_09:17:56.073483,M037,OFF,
2023-08-19_09:17:57.005651,M023,ON,
2023-08-19_09:17:57.025098,M009,OFF,
2023-08-19_09:17:57.042355,M040,ON,
2023-08-19_09:17:57.069682,M041,ON,
2023-08-19_09:17:57.009807,M007,OFF,
2023-08-19_09:17:58.018062,M038,OFF,
2023-08-19_09:17:58.046454,M022,ON,
2023-08-19_09:17:58.094511,M021,ON,
2023-08-19_09:17:59.040489,M008,OFF,
2023-08-19_09:17:59.070662,M039,OFF,
2023-08-19_09:17:59.087714,M040,OFF,
2023-08-19_09:18:00.001664,M001,OFF,
2023-08-19_09:18:00.033261,M023,OFF,
2023-08-19_09:18:00.062044,M024,ON,
2023-08-19_09:18:00.098683,M022,OFF,
2023-08-19_09:18:01.065765,M025,ON,
2023-08-19_09:18:02.014307,M021,OFF,
2023-08-19_09:18:03.062271,M026,ON,
2023-08-19_09:18:03.094285,M041,OFF,
2023-08-19_09:18:04.012041,M024,OFF,
2023-08-19_09:18:05.001531,M025,OFF,
2023-08-19_09:18:06.010848,M041,ON,
2023-08-19_09:18:07.025858,D006,CLOSE,
2023-08-19_09:18:07.005609,M041,OFF,
2023-08-19_09:18:07.073285,M026,OFF,
2023-08-19_09:18:08.039437,M041,ON,
2023-08-19_09:18:09.035863,M027,ON,
2023-08-19_09:18:10.014067,M041,OFF,
2023-08-19_09:18:10.090483,M028,ON,
2023-08-19_09:18:12.025462,M043,ON,
2023-08-19_09:18:12.052026,M042,ON,
2023-08-19_09:18:13.009529,M027,OFF,
2023-08-19_09:18:14.069634,M028,OFF,
2023-08-19_09:18:15.047441,M042,OFF,
2023-08-19_09:18:15.083306,M043,OFF,
2023-08-19_09:18:16.016542,P001,1763,
2023-08-19_09:18:22.006313,M041,ON,
2023-08-19_09:18:24.069481,M041,OFF,
2023-08-19_09:18:25.080617,M041,ON,
2023-08-19_09:18:35.099581,M041,OFF,
2023-08-19_09:18:37.001644,M041,ON,
2023-08-19_09:18:49.093974,M041,OFF,
2023-08-19_09:18:55.048145,D006,OPEN,
2023-08-19_09:18:56.017124,M041,ON,
2023-08-19_09:18:57.041002,M040,ON,
2023-08-19_09:18:59.099966,M039,ON,
2023-08-19_09:19:00.098064,M038,ON,
2023-08-19_09:19:02.027135,M041,OFF,
2023-08-19_09:19:02.058053,M037,ON,
2023-08-19_09:19:02.085734,M039,OFF,
2023-08-19_09:19:02.098701,M040,OFF,
2023-08-19_09:19:04.071213,D005,OPEN,
2023-08-19_09:19:06.013396,M038,OFF,
2023-08-19_09:19:07.067867,M029,ON,
2023-08-19_09:19:08.017977,P001,1692,
2023-08-19_09:19:08.079457,M028,ON,
2023-08-19_09:19:10.011068,M037,OFF,
2023-08-19_09:19:10.068983,M027,ON,
2023-08-19_09:19:11.064408,M042,ON,
2023-08-19_09:19:12.020827,M029,OFF,
2023-08-19_09:19:13.032972,M028,OFF,
2023-08-19_09:19:14.026854,M027,OFF,
2023-08-19_09:19:14.051688,M043,ON,
2023-08-19_09:19:14.096291,M029,ON,
2023-08-19_09:19:15.070437,M037,ON,
2023-08-19_09:19:16.085551,M026,ON,
2023-08-19_09:19:17.065926,M043,OFF,
2023-08-19_09:19:19.046967,M043,ON,
2023-08-19_09:19:20.008355,M025,ON,
2023-08-19_09:19:20.022052,P001,1516,
2023-08-19_09:19:20.073314,M037,OFF,
2023-08-19_09:19:21.037911,M029,OFF,
2023-08-19_09:19:22.002645,M024,ON,
2023-08-19_09:19:22.030647,M043,OFF,
2023-08-19_09:19:22.070088,M021,ON,
2023-08-19_09:19:22.089375,M026,OFF,
2023-08-19_09:19:23.059034,M042,OFF,
2023-08-19_09:19:23.086071,M025,OFF,
2023-08-19_09:19:24.012621,M022,ON,
2023-08-19_09:19:25.052518,M024,OFF,
2023-08-19_09:19:26.003065,M023,ON,
2023-08-19_09:19:26.021296,M021,OFF,
2023-08-19_09:19:26.048318,M001,ON,
2023-08-19_09:19:27.044267,M022,OFF,
2023-08-19_09:19:27.071813,M008,ON,
2023-08-19_09:19:27.086863,M023,OFF,
2023-08-19_09:19:29.087413,M001,OFF,
2023-08-19_09:19:30.016489,M014,ON,
2023-08-19_09:19:30.072741,M008,OFF,
2023-08-19_09:19:33.005668,M013,ON,
2023-08-19_09:19:33.085019,M014,OFF,
2023-08-19_09:19:35.054144,M013,OFF,
2023-08-19_09:19:37.037964,M013,ON,
2023-08-19_09:19:40.094399,M013,OFF,
2023-08-19_09:19:41.033688,T005,23,
2023-08-19_09:19:41.070778,M013,ON,
2023-08-19_09:19:51.003513,M013,OFF,
2023-08-19_09:20:05.077647,M013,ON,
2023-08-19_09:20:09.066532,M013,OFF,
2023-08-19_09:20:26.025931,P001,1532,
2023-08-19_09:20:36.092121,M013,ON,
2023-08-19_09:20:38.050747,M013,OFF,
2023-08-19_09:21:00.079127,M013,ON,
2023-08-19_09:21:02.036084,M014,ON,
2023-08-19_09:21:03.062002,M015,ON,
2023-08-19_09:21:04.005501,M013,OFF,
2023-08-19_09:21:04.081705,M016,ON,
2023-08-19_09:21:05.052321,M017,ON,
2023-08-19_09:21:05.079079,M014,OFF,
2023-08-19_09:21:06.045183,M016,OFF,
2023-08-19_09:21:06.072662,M018,ON,
2023-08-19_09:21:07.029218,M051,ON,
2023-08-19_09:21:07.048169,M015,OFF,
2023-08-19_09:21:09.003785,M018,OFF,
2023-08-19_09:21:09.062295,M017,OFF,
2023-08-19_09:21:15.033913,T002,28.5,
2023-08-19_09:21:15.066445,M051,OFF,
2023-08-19_09:21:16.007805,M051,ON,
2023-08-19_09:21:20.006795,M018,ON,
2023-08-19_09:21:21.013544,M017,ON,
2023-08-19_09:21:23.017526,M016,ON,
2023-08-19_09:21:23.036513,M015,ON,
2023-08-19_09:21:23.063374,M018,OFF,
2023-08-19_09:21:23.089953,M051,OFF,
2023-08-19_09:21:24.045833,M017,OFF,
2023-08-19_09:21:25.020835,M014,ON,
2023-08-19_09:21:26.045494,M016,OFF,
2023-08-19_09:21:26.076769,M014,OFF,
2023-08-19_09:21:27.058002,M016,ON,
2023-08-19_09:21:28.085877,M017,ON,
2023-08-19_09:21:29.085145,M016,OFF,
2023-08-19_09:21:30.004212,M018,ON,
2023-08-19_09:21:30.062787,M051,ON,
2023-08-19_09:21:30.082728,M015,OFF,
2023-08-19_09:21:32.086431,M017,OFF,
2023-08-19_09:21:34.009795,M018,OFF,
2023-08-19_09:21:41.020953,M018,ON,
2023-08-19_09:21:43.036247,M018,OFF,
2023-08-19_09:21:43.069836,M018,ON,
2023-08-19_09:21:50.021594,M051,OFF,
2023-08-19_09:21:50.069237,M051,ON,
2023-08-19_09:21:52.012928,M019,ON,
2023-08-19_09:21:52.081066,M051,OFF,
2023-08-19_09:21:55.015934,M018,OFF,
2023-08-19_09:21:56.073768,M019,OFF,
2023-08-19_09:21:57.059121,M019,ON,
2023-08-19_09:22:00.014644,M019,OFF,
2023-08-19_09:22:02.014802,M019,ON,
2023-08-19_09:22:02.035462,M018,ON,
2023-08-19_09:22:04.067124,M019,OFF,
2023-08-19_09:22:10.061633,M017,ON,
2023-08-19_09:22:10.079968,M018,OFF,
2023-08-19_09:22:11.085862,M018,ON,
2023-08-19_09:22:14.031139,M018,OFF,
2023-08-19_09:22:22.080608,M016,ON,
2023-08-19_09:22:24.018126,M017,OFF,
2023-08-19_09:22:24.049613,M015,ON,
2023-08-19_09:22:29.082371,M015,OFF,
2023-08-19_09:22:34.008513,M017,ON,
2023-08-19_09:22:34.060437,M016,OFF,
2023-08-19_09:22:35.057264,M017,OFF,
2023-08-19_09:22:35.096212,M017,ON,
2023-08-19_09:22:43.054668,M018,ON,
2023-08-19_09:22:46.026576,M018,OFF,
2023-08-19_09:22:46.057087,M017,OFF,
2023-08-19_09:22:47.048403,M017,ON,
2023-08-19_09:22:47.006732,M018,ON,
2023-08-19_09:22:48.069915,M051,ON,
2023-08-19_09:22:50.071102,M018,OFF,
2023-08-19_09:22:51.039545,M017,OFF,
2023-08-19_09:22:58.046929,M051,OFF,
2023-08-19_09:23:00.032477,M051,ON,
2023-08-19_09:23:07.098425,M018,ON,
2023-08-19_09:23:12.040119,M051,OFF,
2023-08-19_09:23:13.004369,M051,ON,
2023-08-19_09:23:17.078573,M018,OFF,
2023-08-19_09:23:22.008342,M051,OFF,
2023-08-19_09:23:23.043937,M051,ON,
2023-08-19_09:23:26.046796,M051,OFF,
2023-08-19_09:23:28.072433,M051,ON,
2023-08-19_09:23:39.051417,M018,ON,
2023-08-19_09:23:41.009073,M017,ON,
2023-08-19_09:23:42.030547,M051,OFF,
2023-08-19_09:23:42.050434,M018,OFF,
2023-08-19_09:23:43.042253,M015,ON,
2023-08-19_09:23:44.013762,M017,OFF,
2023-08-19_09:23:46.088624,M008,ON,
2023-08-19_09:23:47.007652,M015,OFF,
2023-08-19_09:23:48.021984,M001,ON,
2023-08-19_09:23:51.009972,M008,OFF,
2023-08-19_09:23:57.046984,M001,OFF,
2023-08-19_09:24:01.030503,M001,ON,
2023-08-19_09:24:03.041611,M001,OFF,
2023-08-19_09:24:06.048109,M002,ON,
2023-08-19_09:24:22.060507,M002,OFF,
2023-08-19_09:24:23.000111,M002,ON,
2023-08-19_09:24:29.037374,P001,1522,
2023-08-19_09:24:41.087209,T005,22.5,
2023-08-19_09:24:49.000984,M003,ON,
2023-08-19_09:24:50.004211,M004,ON,
2023-08-19_09:24:53.018089,M002,OFF,
2023-08-19_09:24:53.060424,M003,OFF,
2023-08-19_09:24:53.076481,M004,OFF,
2023-08-19_09:24:55.080568,M004,ON,
2023-08-19_09:25:01.007311,M004,OFF,
2023-08-19_09:25:05.008664,M004,ON,
2023-08-19_09:25:07.000761,M006,ON,
2023-08-19_09:25:08.034431,M004,OFF,
2023-08-19_09:25:12.094386,M006,OFF,
2023-08-19_09:25:14.001356,M006,ON,
2023-08-19_09:25:14.032877,M003,ON,
2023-08-19_09:25:16.012183,M006,OFF,
2023-08-19_09:25:16.098546,M002,ON,
2023-08-19_09:25:18.053121,M002,OFF,
2023-08-19_09:25:19.058986,M002,ON,
2023-08-19_09:25:19.088648,M003,OFF,
2023-08-19_09:25:25.076524,M002,OFF,
2023-08-19_09:25:26.042122,M002,ON,
2023-08-19_09:25:27.087131,M002,OFF,
2023-08-19_09:25:28.079971,M002,ON,
2023-08-19_09:25:32.080385,M007,ON,
2023-08-19_09:25:33.055995,M008,ON,
2023-08-19_09:25:35.036398,M014,ON,
2023-08-19_09:25:36.032576,M007,OFF,
2023-08-19_09:25:36.064316,M008,OFF,
2023-08-19_09:25:36.078674,M002,OFF,
2023-08-19_09:25:39.079069,M014,OFF,
2023-08-19_09:25:40.015076,M012,ON,
2023-08-19_09:25:42.083412,M011,ON,
2023-08-19_09:25:47.019182,M011,OFF,
2023-08-19_09:25:47.083658,M012,OFF,
2023-08-19_09:25:50.090083,M011,ON,
2023-08-19_09:25:54.005486,M011,OFF,
2023-08-19_09:25:54.046725,M011,ON,
2023-08-19_09:26:05.013428,M011,OFF,
2023-08-19_09:26:05.049107,M012,ON,
2023-08-19_09:26:07.065642,M012,OFF,
2023-08-19_09:26:08.034854,M012,ON,
2023-08-19_09:26:12.073236,M012,OFF,
2023-08-19_09:26:14.098289,M013,ON,
2023-08-19_09:26:18.003318,M013,OFF,
2023-08-19_09:26:25.075066,M013,ON,
2023-08-19_09:26:31.063192,M014,ON,
2023-08-19_09:26:33.099999,M013,OFF,
2023-08-19_09:26:35.007566,M014,OFF,
2023-08-19_09:26:38.007197,M014,ON,
2023-08-19_09:26:40.004939,M015,ON,
2023-08-19_09:26:40.053473,M016,ON,
2023-08-19_09:26:41.058291,M014,OFF,
2023-08-19_09:26:42.004478,M017,ON,
2023-08-19_09:26:43.039786,M018,ON,
2023-08-19_09:26:43.069222,M016,OFF,
2023-08-19_09:26:43.096285,M015,OFF,
2023-08-19_09:26:44.025491,M051,ON,
2023-08-19_09:26:45.006887,M017,OFF,
2023-08-19_09:26:47.021429,M018,OFF,
2023-08-19_09:26:53.076673,M018,ON,
2023-08-19_09:26:54.063043,M017,ON,
2023-08-19_09:26:55.080381,M051,OFF,
2023-08-19_09:26:56.009496,M018,OFF,
2023-08-19_09:26:57.044826,M016,ON,
2023-08-19_09:26:57.064233,M015,ON,
2023-08-19_09:26:58.009133,M017,OFF,
2023-08-19_09:26:58.035488,M014,ON,
2023-08-19_09:26:59.039435,M016,OFF,
2023-08-19_09:27:00.090878,M015,OFF,
2023-08-19_09:27:03.000965,M014,OFF,
2023-08-19_09:27:04.016637,M013,ON,
2023-08-19_09:27:09.072487,M013,OFF,
2023-08-19_09:27:24.008936,M013,ON,
2023-08-19_09:27:29.008097,M013,OFF,
2023-08-19_09:27:38.027521,M013,ON,
2023-08-19_09:27:39.086066,M013,OFF,
2023-08-19_09:27:49.085035,M013,ON,
2023-08-19_09:27:56.005991,M013,OFF,
2023-08-19_09:27:56.005612,M013,ON,
2023-08-19_09:27:58.046431,M013,OFF,
2023-08-19_09:28:12.035914,M013,ON,
2023-08-19_09:28:14.012138,M014,ON,
2023-08-19_09:28:15.083998,M015,ON,
2023-08-19_09:28:16.031945,M016,ON,
2023-08-19_09:28:17.039175,M014,OFF,
2023-08-19_09:28:17.059104,M013,OFF,
2023-08-19_09:28:17.089615,D007,OPEN,
2023-08-19_09:28:18.055782,M017,ON,
2023-08-19_09:28:18.072705,M016,OFF,
2023-08-19_09:28:19.002264,M015,OFF,
2023-08-19_09:28:20.047191,M017,OFF,
2023-08-19_09:28:20.064762,I006,ABSENT,
2023-08-19_09:28:28.097912,M017,ON,
2023-08-19_09:28:30.023409,M017,OFF,
2023-08-19_09:28:53.029706,T002,29,
2023-08-19_09:28:54.003487,T001,24.5,
2023-08-19_09:29:42.084852,M017,ON,
2023-08-19_09:29:52.006334,M017,OFF,
2023-08-19_09:29:57.090499,M017,ON,
2023-08-19_09:29:59.056793,M017,OFF,
2023-08-19_09:30:15.013638,I010,ABSENT,
2023-08-19_09:30:15.086098,I006,PRESENT,
2023-08-19_09:30:16.017514,I006,ABSENT,
2023-08-19_09:30:16.073045,I006,PRESENT,
2023-08-19_09:30:17.048173,I006,ABSENT,
2023-08-19_09:30:18.011519,I006,PRESENT,
2023-08-19_09:30:18.037252,I006,ABSENT,
2023-08-19_09:30:18.073328,I006,PRESENT,
2023-08-19_09:30:19.028156,I006,ABSENT,
2023-08-19_09:30:25.025232,M017,ON,
2023-08-19_09:30:27.004165,M017,OFF,
2023-08-19_09:30:33.033138,M017,ON,
2023-08-19_09:30:34.052516,M017,OFF,
2023-08-19_09:31:26.069166,M017,ON,
2023-08-19_09:31:27.067866,I010,PRESENT,
2023-08-19_09:31:27.097656,M017,OFF,
2023-08-19_09:31:28.021907,I010,ABSENT,
2023-08-19_09:31:28.056846,I010,PRESENT,
2023-08-19_09:31:42.025518,I006,PRESENT,
2023-08-19_09:31:47.097048,D007,CLOSE,
2023-08-19_09:31:49.008577,M017,ON,
2023-08-19_09:31:50.094436,M016,ON,
2023-08-19_09:31:51.004082,M015,ON,
2023-08-19_09:31:51.098237,M017,OFF,
2023-08-19_09:31:52.033142,M014,ON,
2023-08-19_09:31:53.048147,M016,OFF,
2023-08-19_09:31:55.010933,M015,OFF,
2023-08-19_09:31:55.089167,M013,ON,
2023-08-19_09:31:56.084689,M014,OFF,
2023-08-19_09:32:00.058081,M013,OFF,
2023-08-19_09:32:07.063668,M013,ON,
2023-08-19_09:32:09.014512,M013,OFF,
2023-08-19_09:32:18.013582,M013,ON,
2023-08-19_09:32:20.043959,M013,OFF,
2023-08-19_09:32:23.016428,M013,ON,
2023-08-19_09:32:25.032279,M013,OFF,
2023-08-19_09:32:31.019359,M013,ON,
2023-08-19_09:32:32.091417,M013,OFF,
2023-08-19_09:32:42.087155,M013,ON,
2023-08-19_09:32:55.060936,M013,OFF,
2023-08-19_09:32:55.089887,M013,ON,
2023-08-19_09:32:58.001487,M013,OFF,
2023-08-19_09:33:00.018626,M013,ON,
2023-08-19_09:33:04.026003,M013,OFF,
2023-08-19_09:33:05.064434,M013,ON,
2023-08-19_09:33:08.014847,M013,OFF,
2023-08-19_09:33:11.049787,M013,ON,
2023-08-19_09:33:17.049722,M013,OFF,
2023-08-19_09:33:17.099682,M013,ON,
2023-08-19_09:33:21.085497,M013,OFF,
2023-08-19_09:33:28.058581,M013,ON,
2023-08-19_09:33:30.034632,M013,OFF,
2023-08-19_09:33:34.011291,M013,ON,
2023-08-19_09:33:37.013409,M013,OFF,
2023-08-19_09:33:56.003315,M013,ON,
2023-08-19_09:33:59.002465,M013,OFF,
2023-08-19_09:34:03.075295,P001,1532,
2023-08-19_09:34:15.010579,M013,ON,
2023-08-19_09:34:18.024497,M013,OFF,
2023-08-19_09:34:18.053116,M013,ON,
2023-08-19_09:34:23.040083,M013,OFF,
2023-08-19_09:35:36.029434,M013,ON,
2023-08-19_09:35:41.021491,M013,OFF,
2023-08-19_09:35:41.071654,M013,ON,
2023-08-19_09:35:43.064011,M013,OFF,
2023-08-19_09:35:44.007073,M013,ON,
2023-08-19_09:35:53.069792,M013,OFF,
2023-08-19_09:35:55.023412,M013,ON,
2023-08-19_09:35:59.058167,M013,OFF,
2023-08-19_09:36:13.019964,M013,ON,
2023-08-19_09:36:21.049625,M013,OFF,
2023-08-19_09:37:04.064395,T005,22,
2023-08-19_09:37:12.033556,M013,ON,
2023-08-19_09:37:20.008589,T005,22.5,
2023-08-19_09:37:21.015986,M013,OFF,
2023-08-19_09:37:21.055312,M013,ON,
2023-08-19_09:37:23.005829,M013,OFF,
2023-08-19_09:37:25.036932,M013,ON,
2023-08-19_09:37:26.000289,M014,ON,
2023-08-19_09:37:26.096584,M013,OFF,
2023-08-19_09:37:32.085074,M014,OFF,
2023-08-19_09:37:34.099086,M013,ON,
2023-08-19_09:37:36.087249,T005,22,
2023-08-19_09:37:39.024571,M013,OFF,
2023-08-19_09:37:45.080475,M013,ON,
2023-08-19_09:37:48.030725,M013,OFF,
2023-08-19_09:37:49.071569,M013,ON,
2023-08-19_09:37:51.094626,P001,1437,
2023-08-19_09:37:54.037551,M013,OFF,
2023-08-19_09:38:15.016119,M013,ON,
2023-08-19_09:38:20.031688,M013,OFF,
2023-08-19_09:38:21.054232,M013,ON,
2023-08-19_09:38:23.006807,M014,ON,
2023-08-19_09:38:25.018065,M008,ON,
2023-08-19_09:38:25.049883,M009,ON,
2023-08-19_09:38:26.051172,M013,OFF,
2023-08-19_09:38:26.008213,M014,OFF,
2023-08-19_09:38:27.000031,M007,ON,
2023-08-19_09:38:27.024106,M009,OFF,
2023-08-19_09:38:28.019745,M002,ON,
2023-08-19_09:38:29.092443,M008,OFF,
2023-08-19_09:38:30.013055,M007,OFF,
2023-08-19_09:38:30.090974,I012,PRESENT,
2023-08-19_09:38:31.017964,I012,ABSENT,
2023-08-19_09:38:32.005471,M002,OFF,
2023-08-19_09:38:35.071518,M002,ON,
2023-08-19_09:38:37.080062,M002,OFF,
2023-08-19_09:38:38.006474,M002,ON,
2023-08-19_09:38:48.026454,M002,OFF,
